,Strain Name,Type,Rating,Rating Users,Top Terpene,Feeling_1,Negative_1,Helps with_1,Feeling_2,Negative_2,Helps with_2,Feeling_3,Negative_3,Helps with_3,Feeling_4,Negative_4,Helps with_4,Feeling_5,Negative_5,Helps with_5,THC,CBD,Flavor_1,Flavor_2,Flavor_3
1223,Blush,Hybrid,5.0,3.0,Myrcene,Talkative,Anxious,Depression,Relaxed,Dry eyes,Eye pressure,Happy,Dry mouth,Fatigue,Creative,Paranoid,Lack of appetite,Uplifted,,Muscle spasms,13.0,0.0,Pepper,Earthy,Honey
1224,Pink Cookies,Hybrid,4.5,103.0,Caryophyllene,Relaxed,Dry mouth,Depression,Happy,Dry eyes,Stress,Euphoric,Anxious,Insomnia,Tingly,Dizzy,Pain,Uplifted,Paranoid,Lack of appetite,21.0,14.0,Pepper,Sweet,Spicy/Herbal
1225,Marionberry Kush,Hybrid,4.5,173.0,Myrcene,Relaxed,Dry mouth,Stress,Happy,Dry eyes,Depression,Uplifted,Anxious,Anxiety,Euphoric,Dizzy,Insomnia,Creative,Headache,Pain,18.0,0.0,Berry,Earthy,Sweet
1226,Gooberry,Indica,4.4,51.0,Myrcene,Relaxed,Dry mouth,Anxiety,Happy,Dry eyes,Stress,Euphoric,Anxious,Pain,Sleepy,Headache,Depression,Hungry,,Insomnia,16.0,1.0,Berry,Blueberry,Sweet
1227,Sweet Tart,Hybrid,5.0,2.0,Myrcene,Uplifted,Dry eyes,Depression,Tingly,Dry mouth,Headaches,Talkative,,Lack of appetite,Relaxed,,Pain,Happy,,Stress,18.0,4.0,Earthy,,
1228,Serious 6,Sativa,3.7,19.0,Myrcene,Uplifted,Dry eyes,Stress,Energetic,Dry mouth,Depression,Aroused,,Eye pressure,Happy,,Fatigue,Focused,,Inflammation,9.0,1.0,Spicy/Herbal,Woody,Chemical
1229,Tangerine Dream,Hybrid,4.3,977.0,Myrcene,Happy,Dry mouth,Stress,Uplifted,Dry eyes,Pain,Euphoric,Dizzy,Depression,Relaxed,Paranoid,Anxiety,Energetic,Headache,Fatigue,17.0,4.0,Citrus,Orange,Sweet
1230,Green Poison,Indica,4.2,149.0,,Relaxed,Dry mouth,Stress,Happy,Dry eyes,Insomnia,Sleepy,Dizzy,Pain,Euphoric,Headache,Anxiety,Hungry,Anxious,Depression,13.0,0.0,Earthy,Woody,Citrus
1231,Blue Cookies,Hybrid,4.7,636.0,Myrcene,Relaxed,Dry mouth,Stress,Happy,Dry eyes,Anxiety,Euphoric,Dizzy,Depression,Uplifted,Paranoid,Pain,Sleepy,Anxious,Insomnia,19.0,1.0,Blueberry,Berry,Sweet
1232,Acid,Hybrid,4.5,39.0,Myrcene,Euphoric,Dry eyes,Stress,Happy,Dry mouth,Depression,Creative,Anxious,Nausea,Energetic,Dizzy,Anxiety,Uplifted,Headache,PTSD,16.0,12.0,Diesel,Earthy,Citrus
1233,Biscotti,Hybrid,4.6,147.0,Caryophyllene,Relaxed,Dry mouth,Stress,Happy,Dry eyes,Anxiety,Euphoric,Anxious,Insomnia,Uplifted,Dizzy,Pain,Tingly,Paranoid,Depression,21.0,0.0,Sweet,,
1234,Red Diesel,Hybrid,4.2,75.0,Myrcene,Euphoric,Dry mouth,Stress,Happy,Dry eyes,Anxiety,Relaxed,Anxious,Pain,Uplifted,Paranoid,Depression,Hungry,Dizzy,Lack of appetite,15.0,12.0,Diesel,Orange,Berry
1235,Oregon Pineapple,Hybrid,4.3,43.0,Caryophyllene,Happy,Dry mouth,Depression,Uplifted,Dry eyes,Stress,Relaxed,,Anxiety,Euphoric,,Arthritis,Energetic,,Pain,23.0,10.0,Pineapple,Earthy,Sweet
1236,Bubblegun,Hybrid,3.5,44.0,Limonene,Happy,Dry mouth,Stress,Hungry,Dry eyes,Anxiety,Euphoric,Headache,Insomnia,Uplifted,Dizzy,Pain,Relaxed,Paranoid,Nausea,16.0,1.0,Sweet,Pepper,Mint
1237,Godberry,Indica,4.5,97.0,Myrcene,Relaxed,Dry mouth,Pain,Happy,Dry eyes,Stress,Euphoric,Headache,Insomnia,Sleepy,Paranoid,Anxiety,Uplifted,Dizzy,Depression,15.0,1.0,Berry,Sweet,Flowery
1238,Future,Hybrid,4.8,67.0,Limonene,Relaxed,Dry mouth,Depression,Euphoric,Dizzy,Stress,Happy,Dry eyes,Pain,Uplifted,Anxious,Anxiety,Creative,Paranoid,Muscle spasms,23.0,2.0,Earthy,Pine,Diesel
1239,Swiss Indica,Indica,4.0,8.0,Caryophyllene,Relaxed,Dry mouth,Inflammation,Happy,Anxious,Insomnia,Uplifted,Dry eyes,Pain,Focused,,Stress,Energetic,,Anxiety,19.0,0.0,Pungent,Berry,Tropical
1240,Afghan Skunk,Indica,4.4,60.0,Myrcene,Relaxed,Dry mouth,Stress,Happy,Dry eyes,Anxiety,Sleepy,Dizzy,Insomnia,Hungry,Headache,Lack of appetite,Uplifted,Anxious,Pain,13.0,6.0,Woody,Skunk,Spicy/Herbal
1241,Loud Dream,Hybrid,3.8,44.0,Myrcene,Creative,Dry mouth,Pain,Happy,Paranoid,Stress,Focused,Dry eyes,Anxiety,Uplifted,Dizzy,Depression,Relaxed,Headache,Inflammation,16.0,11.0,Sweet,Citrus,Pine
1242,Green Magic,Hybrid,4.4,10.0,Myrcene,Uplifted,Dry eyes,Depression,Happy,Paranoid,Eye pressure,Creative,Anxious,Headaches,Tingly,Dizzy,Insomnia,Relaxed,Dry mouth,Lack of appetite,17.0,0.0,Flowery,Mint,Sweet
1243,Pinot Green,Sativa,4.5,12.0,Myrcene,Focused,Anxious,Depression,Talkative,Dizzy,Inflammation,Euphoric,,Lack of appetite,Energetic,,Nausea,Creative,,Pain,18.0,8.0,Woody,Earthy,Coffee
1244,White Romulan,Hybrid,4.3,62.0,Myrcene,Relaxed,Dry mouth,Pain,Happy,Headache,Stress,Euphoric,Dry eyes,Anxiety,Focused,Anxious,Headaches,Uplifted,Paranoid,Lack of appetite,20.0,0.0,Earthy,Cheese,Pungent
1245,Cherry Diesel,Hybrid,4.5,207.0,Caryophyllene,Relaxed,Dry mouth,Anxiety,Happy,Dry eyes,Depression,Euphoric,Anxious,Stress,Uplifted,Paranoid,Pain,Energetic,Dizzy,Fatigue,15.0,0.0,Diesel,Sweet,Berry
1246,Super Green Crack,Sativa,4.3,110.0,Myrcene,Energetic,Dry mouth,Depression,Uplifted,Dry eyes,Stress,Happy,Headache,Pain,Focused,Paranoid,Anxiety,Euphoric,Anxious,Fatigue,22.0,10.0,Woody,Earthy,Pungent
1247,Harmony,Hybrid,4.3,29.0,Limonene,Relaxed,Dry mouth,Stress,Happy,Dizzy,Pain,Euphoric,Dry eyes,Anxiety,Uplifted,Anxious,Depression,Creative,Paranoid,Fatigue,20.0,9.0,Citrus,Lemon,Earthy
1248,Orange Durban,Sativa,4.8,11.0,Pinene,Energetic,Dry eyes,Depression,Focused,Dry mouth,Fatigue,Uplifted,Headache,Headaches,Talkative,,Stress,Happy,,Anxiety,15.0,1.0,Orange,Pine,Citrus
1249,Chiesel,Hybrid,4.3,250.0,Myrcene,Happy,Dry mouth,Stress,Euphoric,Dry eyes,Depression,Uplifted,Paranoid,Pain,Relaxed,Dizzy,Anxiety,Creative,Headache,Headaches,21.0,12.0,Cheese,Diesel,Earthy
1250,Blue Magic,Sativa,4.6,46.0,Myrcene,Energetic,Dry mouth,Depression,Euphoric,Paranoid,Stress,Happy,Anxious,Anxiety,Relaxed,Dizzy,Asthma,Uplifted,Dry eyes,Fatigue,18.0,11.0,Citrus,Lemon,Blueberry
1251,Jenny Kush,Hybrid,4.7,149.0,Pinene,Happy,Dry mouth,Stress,Relaxed,Dry eyes,Depression,Uplifted,Paranoid,Anxiety,Euphoric,Dizzy,Pain,Creative,Headache,PTSD,25.0,0.0,Nutty,Sweet,Citrus
1252,Jack 47,Hybrid,4.6,37.0,Myrcene,Happy,Dry eyes,Depression,Relaxed,Dry mouth,Lack of appetite,Euphoric,,Stress,Energetic,,Fatigue,Uplifted,,Anxiety,15.0,6.0,Lemon,Citrus,Sweet
1253,Afghani CBD,Indica,4.6,50.0,Myrcene,Relaxed,Dry mouth,Stress,Happy,Dry eyes,Pain,Sleepy,Dizzy,Inflammation,Uplifted,Headache,Anxiety,Creative,,Depression,18.0,4.0,Flowery,Spicy/Herbal,Earthy
1254,Cambodian Haze,Sativa,4.7,7.0,Myrcene,Happy,Dry eyes,Depression,Euphoric,Dry mouth,Stress,Focused,,Eye pressure,Energetic,,Fatigue,Creative,,Headaches,18.0,0.0,Citrus,Sweet,Spicy/Herbal
1255,Sour Bubba,Indica,4.7,30.0,Caryophyllene,Happy,Dry mouth,Depression,Euphoric,Dry eyes,Stress,Uplifted,,Anxiety,Relaxed,,Insomnia,Sleepy,,Pain,20.0,6.0,Spicy/Herbal,Sweet,Diesel
1256,Purple Skunk,Hybrid,4.2,99.0,Myrcene,Happy,Dry mouth,Stress,Relaxed,Dry eyes,Pain,Euphoric,Dizzy,Depression,Uplifted,Headache,Anxiety,Focused,Anxious,Insomnia,18.0,6.0,Skunk,Earthy,Woody
1257,G13 Haze,Hybrid,4.4,203.0,Myrcene,Euphoric,Dry mouth,Stress,Happy,Dry eyes,Pain,Uplifted,Dizzy,Depression,Relaxed,Paranoid,Anxiety,Energetic,Headache,Insomnia,15.0,0.0,Earthy,Lemon,Pungent
1258,Maui Bubble Gift,Hybrid,4.6,46.0,Limonene,Relaxed,Dry eyes,Pain,Uplifted,Anxious,Stress,Euphoric,Dry mouth,Anxiety,Happy,Dizzy,Headaches,Hungry,Headache,Lack of appetite,8.0,11.0,Sweet,Earthy,Woody
1259,Guard Dawg,Indica,4.2,18.0,Limonene,Relaxed,Dizzy,Anxiety,Sleepy,Dry mouth,Insomnia,Happy,,Stress,Tingly,,Depression,Giggly,,Lack of appetite,22.0,0.0,Earthy,Sweet,Woody
1260,White Lotus,Hybrid,4.1,38.0,Caryophyllene,Relaxed,Dry mouth,Depression,Euphoric,Dry eyes,Pain,Happy,,Stress,Focused,,PTSD,Sleepy,,Fatigue,19.0,1.0,Earthy,Citrus,Flowery
1261,Super Glu,Hybrid,4.7,15.0,Caryophyllene,Relaxed,Dry mouth,Anxiety,Sleepy,Paranoid,Fatigue,Tingly,Anxious,Lack of appetite,Happy,,Muscle spasms,Uplifted,,Pain,18.0,2.0,Flowery,Sweet,Earthy
1262,Durban Poison,Sativa,4.4,3353.0,Terpinolene,Energetic,Dry mouth,Stress,Uplifted,Dry eyes,Depression,Happy,Anxious,Anxiety,Euphoric,Paranoid,Pain,Focused,Dizzy,Fatigue,17.0,1.0,Earthy,Pine,Sweet
1263,Chemdog #4 x Alien OG Kush,Hybrid,4.5,28.0,Myrcene,Energetic,Dry mouth,Depression,Uplifted,Anxious,Fatigue,Relaxed,Dizzy,Pain,Focused,Paranoid,Stress,Creative,,Arthritis,19.0,0.0,Skunk,Earthy,Nutty
1264,Grape Valley Kush,Indica,4.8,45.0,Myrcene,Relaxed,Dry mouth,Anxiety,Euphoric,Anxious,Depression,Sleepy,Dizzy,Pain,Happy,Paranoid,Lack of appetite,Uplifted,Dry eyes,Stress,25.0,9.0,Grape,Flowery,Plum
1265,Bedica,Indica,4.3,18.0,,Relaxed,Dry mouth,Pain,Happy,Dry eyes,Inflammation,Sleepy,Dizzy,Arthritis,Hungry,Headache,Insomnia,Focused,,Stress,22.0,0.0,Earthy,Pungent,Woody
1266,Grease Monkey,Hybrid,4.6,354.0,Caryophyllene,Relaxed,Dry mouth,Stress,Euphoric,Dry eyes,Pain,Happy,Dizzy,Anxiety,Sleepy,Anxious,Depression,Uplifted,Paranoid,Insomnia,21.0,2.0,Earthy,Diesel,Pungent
1267,Old Toby,Hybrid,4.4,11.0,,Happy,Dry eyes,Stress,Relaxed,Dry mouth,Cramps,Euphoric,,Fatigue,Creative,,Pain,Uplifted,,Anxiety,15.0,0.0,Lime,Pine,Spicy/Herbal
1268,OJ Kush,Hybrid,4.2,53.0,Myrcene,Relaxed,Dizzy,Stress,Happy,Dry eyes,Anxiety,Euphoric,Dry mouth,Depression,Uplifted,Anxious,Insomnia,Creative,Paranoid,Pain,18.0,0.0,Earthy,,
1269,Bootlegger,Hybrid,4.4,9.0,Myrcene,Uplifted,Dry mouth,Stress,Relaxed,Dry eyes,Depression,Happy,Dizzy,Anxiety,Euphoric,,PTSD,Creative,,Nausea,17.0,1.0,Earthy,Pungent,Sweet
1270,Sizzurp,Hybrid,4.6,5.0,Myrcene,Relaxed,Dry eyes,Depression,Uplifted,Dizzy,Headaches,Euphoric,Dry mouth,Inflammation,Happy,,Insomnia,Focused,,Lack of appetite,21.0,0.0,Earthy,Citrus,Sweet
1271,Katsu,Indica,4.2,45.0,Myrcene,Relaxed,Dry mouth,Pain,Sleepy,Dry eyes,Insomnia,Euphoric,,Stress,Happy,,Anxiety,Focused,,Muscle spasms,16.0,0.0,Earthy,,
1272,Pakistani Chitral Kush,Indica,4.6,107.0,,Relaxed,Dry mouth,Stress,Happy,Dry eyes,Insomnia,Sleepy,Dizzy,Pain,Euphoric,Headache,Anxiety,Uplifted,,Depression,16.0,0.0,Earthy,Flowery,Violet
1273,Carnival,Sativa,4.6,12.0,Terpinolene,Uplifted,Dizzy,Depression,Talkative,Headache,Eye pressure,Happy,,Fatigue,Euphoric,,Insomnia,Energetic,,Lack of appetite,16.0,0.0,Earthy,Pine,
1274,Mystery 98,Hybrid,4.7,10.0,Limonene,Relaxed,Dry mouth,Anxiety,Happy,Dizzy,Depression,Uplifted,Dry eyes,Stress,Sleepy,,Inflammation,Talkative,,Insomnia,16.0,14.0,Earthy,Citrus,Flowery
1275,LA Ultra,Indica,4.7,26.0,Myrcene,Euphoric,Dry mouth,Insomnia,Relaxed,Dry eyes,Stress,Happy,Dizzy,Pain,Tingly,Headache,Anxiety,Sleepy,Paranoid,Headaches,10.0,9.0,Lemon,Chemical,Lime
1276,Grape Cookies,Indica,4.7,35.0,Caryophyllene,Relaxed,Dry mouth,Insomnia,Uplifted,Dry eyes,Pain,Sleepy,Dizzy,Stress,Happy,Paranoid,Depression,Euphoric,,Anxiety,18.0,0.0,Grape,Woody,Berry
1277,Confidential Cheese,Indica,4.4,143.0,Limonene,Relaxed,Dry mouth,Stress,Happy,Dry eyes,Depression,Euphoric,Anxious,Pain,Uplifted,Paranoid,Anxiety,Hungry,Dizzy,Insomnia,18.0,9.0,Cheese,Flowery,Pungent
1278,Lemonhead OG,Hybrid,4.7,95.0,Myrcene,Relaxed,Dry mouth,Depression,Happy,Dry eyes,Stress,Euphoric,Dizzy,Pain,Uplifted,Headache,Anxiety,Talkative,Anxious,Lack of appetite,20.0,0.0,Lemon,Citrus,Sweet
1279,Cadillac Cookies,Indica,4.8,5.0,Caryophyllene,Relaxed,Dry mouth,Headaches,Sleepy,Dry eyes,Lack of appetite,Hungry,,Muscle spasms,Happy,,Spasticity,Giggly,,,29.0,0.0,Earthy,,
1280,Amnesia Haze,Sativa,4.3,1502.0,Myrcene,Happy,Dry mouth,Stress,Euphoric,Dry eyes,Depression,Uplifted,Paranoid,Anxiety,Energetic,Dizzy,Pain,Creative,Anxious,Insomnia,18.0,4.0,Citrus,Lemon,Earthy
1281,Chocolate Diesel,Sativa,4.7,69.0,Limonene,Energetic,Dry mouth,Stress,Euphoric,Anxious,Anxiety,Happy,Dry eyes,Depression,Uplifted,Dizzy,Fatigue,Creative,Paranoid,Pain,23.0,6.0,Sweet,Nutty,Coffee
1282,G13 Widow,Hybrid,4.9,15.0,Myrcene,Focused,Dry mouth,Pain,Euphoric,Headache,Stress,Creative,Anxious,Anxiety,Tingly,Dizzy,Arthritis,Relaxed,Dry eyes,Depression,34.0,8.0,Flowery,Earthy,Mint
1283,Red Poison,Hybrid,4.5,36.0,Myrcene,Relaxed,Dry eyes,Depression,Euphoric,Dry mouth,Stress,Happy,Headache,Lack of appetite,Uplifted,Anxious,Anxiety,Talkative,Dizzy,Insomnia,17.0,0.0,Earthy,Citrus,Woody
1284,Silver Surfer,Hybrid,4.4,67.0,Myrcene,Energetic,Dry mouth,Stress,Happy,Paranoid,Pain,Uplifted,Dry eyes,Insomnia,Creative,Anxious,Depression,Talkative,Dizzy,Anxiety,20.0,0.0,Sweet,Plum,Citrus
1285,Rene,Hybrid,4.4,28.0,Caryophyllene,Happy,Dry mouth,Stress,Uplifted,Dry eyes,Depression,Relaxed,Dizzy,Pain,Energetic,Headache,Anxiety,Focused,Paranoid,ADD,20.0,6.0,Sweet,Earthy,Rose
1286,Blackberry Bubble,Indica,4.7,26.0,Pinene,Relaxed,Dry eyes,Pain,Euphoric,Anxious,Anxiety,Happy,,Stress,Uplifted,,Depression,Sleepy,,Insomnia,15.0,1.0,Berry,Blueberry,Sweet
1287,Phatt Frutty,Indica,4.8,4.0,Limonene,Happy,Dry mouth,Depression,Uplifted,Dry eyes,Headaches,Talkative,,Pain,Relaxed,,Stress,Hungry,,ADD,22.0,4.0,Lemon,Lime,Citrus
1288,Dream Star,Hybrid,4.6,43.0,Myrcene,Uplifted,Dry mouth,Stress,Happy,Dry eyes,Depression,Euphoric,Paranoid,Pain,Energetic,Dizzy,Anxiety,Creative,,Nausea,14.0,11.0,Earthy,Sweet,Berry
1289,Special K,Hybrid,4.2,26.0,Myrcene,Happy,Dry eyes,Anxiety,Uplifted,Dry mouth,Depression,Euphoric,,Stress,Relaxed,,Headaches,Creative,,Nausea,21.0,0.0,Flowery,Sweet,Earthy
1290,Silver Pearl,Hybrid,4.2,76.0,Myrcene,Euphoric,Dry mouth,Stress,Happy,Dry eyes,Anxiety,Uplifted,Anxious,Pain,Creative,Dizzy,Depression,Energetic,Paranoid,ADD,19.0,0.0,Skunk,Honey,Citrus
1291,Stephen Hawking Kush,Indica,4.6,56.0,Myrcene,Relaxed,Dry eyes,Pain,Happy,Dry mouth,Anxiety,Uplifted,Dizzy,Stress,Focused,Headache,Migraines,Euphoric,,Fatigue,5.0,10.0,Earthy,Mint,Woody
1292,Pluto Kush,Indica,4.4,31.0,,Euphoric,Dry eyes,Insomnia,Relaxed,Dry mouth,Pain,Sleepy,Dizzy,Stress,Happy,Headache,Depression,Hungry,,Anxiety,15.0,0.0,Berry,Skunk,Woody
1293,Nebula,Hybrid,4.3,281.0,Terpinolene,Happy,Dry mouth,Stress,Uplifted,Dry eyes,Anxiety,Euphoric,Dizzy,Depression,Creative,Headache,Pain,Relaxed,Paranoid,Fatigue,23.0,0.0,Sweet,Earthy,Woody
1294,Kushadelic,Indica,4.4,17.0,Myrcene,Relaxed,Dry mouth,Insomnia,Sleepy,Dry eyes,Inflammation,Happy,Headache,Lack of appetite,Euphoric,Paranoid,Pain,Uplifted,,Stress,19.0,9.0,Earthy,Pungent,Pine
1295,Sweet Black Angel,Indica,4.5,52.0,Myrcene,Relaxed,Dry mouth,Depression,Euphoric,Dry eyes,Insomnia,Sleepy,,Stress,Happy,,Anxiety,Uplifted,,Pain,15.0,9.0,Earthy,Sweet,Berry
1296,OG Poison,Hybrid,4.3,44.0,Myrcene,Sleepy,Dry mouth,Insomnia,Relaxed,Dry eyes,Stress,Euphoric,Headache,Depression,Focused,Dizzy,Pain,Hungry,Paranoid,Nausea,19.0,0.0,Earthy,Pungent,Diesel
1297,Purple Rhino,Hybrid,4.6,36.0,Myrcene,Relaxed,Dry mouth,Depression,Happy,Dizzy,Stress,Euphoric,Dry eyes,Anxiety,Uplifted,Anxious,Pain,Sleepy,Headache,Insomnia,20.0,0.0,Earthy,Woody,Sweet
1298,Diamond OG,Indica,4.5,414.0,Pinene,Relaxed,Dry mouth,Stress,Sleepy,Dry eyes,Pain,Euphoric,Dizzy,Insomnia,Happy,Paranoid,Anxiety,Hungry,Anxious,Depression,18.0,0.0,Earthy,Pine,Citrus
1299,Blue Champagne,Hybrid,4.2,66.0,Myrcene,Happy,Dry mouth,Anxiety,Uplifted,Dry eyes,Stress,Euphoric,Paranoid,Depression,Creative,Anxious,Pain,Focused,Headache,Fatigue,18.0,11.0,Blueberry,Cheese,Sweet
