,Strain Name,Flavors
1689,Diamond Valley Kush,"['Earthy', 'Spicy/Herbal', 'Pungent']"
1690,G13 Diesel,"['Diesel', 'Sweet', 'Earthy']"
1691,Sour Ape,"['Diesel', 'Sweet', 'Grape']"
1692,Kerala Krush,"['Mango', 'Sweet', 'Spicy/Herbal']"
1693,Hammerhead,"['Spicy/Herbal', 'Earthy', 'Woody']"
1694,Bear Dance,"['Earthy', 'Lemon', 'Sweet']"
1695,Strawberry Milkshake,"['Strawberry', 'Sweet', 'Berry']"
1696,Manitoba Poison,"['Earthy', 'Cheese', 'Woody']"
1697,Dawgfather OG,"['Pepper', 'Woody', 'Spicy/Herbal']"
1698,Dutch Kush,"['Earthy', 'Sweet', 'Berry']"
1699,Magic Beans OG,"['Lemon', 'Woody', 'Pine']"
1700,North American Sativa,"['Pine', 'Ammonia', 'Spicy/Herbal']"
1701,Afcrack,"['Flowery', 'Earthy', 'Sage']"
1702,Alien Technology,"['Earthy', 'Spicy/Herbal', 'Woody']"
1703,Aspen OG,"['Spicy/Herbal', 'Blueberry', 'Earthy']"
1704,Supa Don,"['Spicy/Herbal', 'Sweet', 'Apricot']"
1705,Venus OG,"['Citrus', 'Lemon', 'Berry']"
1706,Green Door Kush,"['Spicy/Herbal', 'Sweet', 'Citrus']"
1707,Sweet Dream,"['Earthy', 'Berry', 'Citrus']"
1708,Angel OG,"['Pungent', 'Berry', 'Diesel']"
1709,Gutbuster,"['Berry', 'Vanilla', 'Woody']"
1710,China Yunnan,"['Sweet', 'Earthy', 'Cheese']"
1711,Ancient Kush,"['Skunk', 'Cheese', 'Mint']"
1712,Fruity Widow,"['Sweet', 'Blueberry', '']"
1713,Mossimo OG,"['Honey', 'Mint', 'Lemon']"
1714,Drizella,"['Sweet', 'Earthy', 'Pungent']"
1715,Highwayman,"['Earthy', 'Spicy/Herbal', 'Coffee']"
1716,Hercules,"['Citrus', 'Earthy', 'Honey']"
1717,Earthshaker OG,"['Earthy', '', '']"
1718,Critical Plus 2.0,"['Flowery', 'Lemon', 'Spicy/Herbal']"
1719,Serious Happiness,"['Pepper', 'Sweet', 'Earthy']"
1720,Dutch Crunch,"['Spicy/Herbal', 'Citrus', 'Pine']"
1721,Early Pearl,"['Sweet', 'Ammonia', 'Earthy']"
1722,Pink Sunset,"['Sweet', 'Pungent', 'Skunk']"
1723,Orange Hill Special,"['Orange', 'Citrus', 'Sweet']"
1724,Silverhawks OG,"['Citrus', 'Earthy', 'Diesel']"
1725,Sasquatch Sap,"['Mint', 'Pine', 'Diesel']"
1726,Sapphire Scout,"['Sweet', 'Berry', 'Blueberry']"
1727,Cheeseburger,"['Earthy', 'Cheese', 'Coffee']"
1728,Kiss,"['Cheese', 'Earthy', 'Skunk']"
1729,Zoom Pie,"['Berry', 'Pungent', 'Sweet']"
1730,Cackleberry,"['Sweet', 'Berry', 'Earthy']"
1731,Blue Treat,"['Blueberry', 'Earthy', 'Berry']"
1732,WTF,"['Earthy', 'Pungent', 'Citrus']"
1733,Big Smooth,"['Blueberry', 'Earthy', 'Sweet']"
1734,Morning Glory,"['Pepper', 'Lime', 'Woody']"
1735,Alien Stardawg,"['Diesel', 'Spicy/Herbal', 'Sage']"
1736,Mag Landrace,"['Earthy', 'Flowery', 'Diesel']"
1737,Blueberry Space Cake,"['Blueberry', 'Berry', 'Sweet']"
1738,L.A. Sunshine,"['Citrus', 'Earthy', 'Spicy/Herbal']"
1739,Early Miss,"['Pepper', 'Ammonia', 'Spicy/Herbal']"
1740,Amethyst,"['Sweet', '', '']"
1741,Cirrus,"['Earthy', 'Citrus', 'Orange']"
1742,Domino,"['', '', '']"
1743,NL5 Haze Mist,"['Berry', 'Woody', 'Nutty']"
1744,North American Indica,"['Earthy', 'Lavender', 'Rose']"
1745,Lions Gate,"['Menthol', 'Sage', 'Citrus']"
1746,Nova,"['Spicy/Herbal', 'Woody', 'Diesel']"
1747,Mandala #1,"['Mint', 'Berry', 'Apple']"
1748,Treasure Island,"['Spicy/Herbal', 'Citrus', 'Earthy']"
1749,Lemon Jeffery,"['Lemon', 'Ammonia', 'Spicy/Herbal']"
1750,Bubba Tom Hayes,"['Diesel', 'Sweet', 'Earthy']"
1751,Gobbstopper,"['Sweet', 'Berry', 'Woody']"
1752,Grape Soda,"['Berry', 'Grape', 'Citrus']"
1753,Pamelina,"['Sweet', 'Chemical', 'Lemon']"
1754,Millennium,"['Blueberry', 'Earthy', 'Diesel']"
1755,Kid N’ Kookies,"['Earthy', 'Pine', 'Nutty']"
1756,Gupta Kush,"['Earthy', 'Woody', 'Flowery']"
1757,Jack Smack,"['Earthy', 'Blueberry', 'Spicy/Herbal']"
1758,Tigermelon,"['Spicy/Herbal', 'Sweet', 'Citrus']"
1759,Avalon,"['Blueberry', 'Sweet', 'Earthy']"
1760,Cluster Bomb,"['Citrus', 'Tropical', 'Sweet']"
1761,Appleberry,"['Apple', 'Sweet', 'Flowery']"
1762,’98 Aloha White Widow,"['Diesel', 'Flowery', 'Spicy/Herbal']"
1763,Grandmas Sugar Cookies,"['Earthy', 'Sweet', 'Spicy/Herbal']"
1764,Afghan Cow,"['Vanilla', 'Diesel', 'Flowery']"
1765,Bakerstreet,"['Earthy', 'Woody', 'Diesel']"
1766,Rene Mist,"['Flowery', 'Earthy', 'Rose']"
1767,Guptilla,"['Pepper', 'Grape', 'Earthy']"
1768,Whiteout,"['Sweet', 'Citrus', 'Orange']"
1769,Blue Galaxy,"['Sweet', 'Berry', 'Tropical']"
1770,Big Band,"['Sweet', 'Woody', 'Spicy/Herbal']"
1771,El Perro,"['Pine', 'Earthy', 'Pungent']"
1772,Blue Kiss,"['Sweet', 'Berry', 'Blueberry']"
1773,Carnival,"['Earthy', 'Pine', '']"
1774,LA Jack,"['Berry', 'Apple', 'Blueberry']"
1775,3rd Coast Panama Chunk,"['Diesel', 'Citrus', 'Earthy']"
1776,Valley Ghash,"['Skunk', 'Sweet', 'Woody']"
1777,Ape Shit,"['Sweet', 'Grape', 'Blueberry']"
1778,Copper Kush,"['Earthy', 'Pungent', 'Woody']"
1779,Maui Pineapple Chunk,"['Tropical', 'Pineapple', 'Flowery']"
1780,Blue Ox,"['Berry', 'Blueberry', 'Sweet']"
1781,Kandahar,"['Apricot', 'Earthy', 'Spicy/Herbal']"
1782,Banana Cream OG,"['Pine', 'Citrus', 'Tropical']"
1783,Zombie Kush,"['Earthy', 'Sweet', 'Berry']"
1784,Sweet Jane,"['Rose', 'Sweet', 'Citrus']"
1785,Trifecta,"['Skunk', '', '']"
1786,Damn Sour,"['Citrus', 'Woody', 'Diesel']"
1787,Deadwood,"['Berry', 'Lavender', 'Earthy']"
1788,Dorit,"['Ammonia', 'Spicy/Herbal', 'Pepper']"
1789,Poochie Love,"['Earthy', 'Pungent', 'Skunk']"
1790,Malakoff,"['Sweet', 'Earthy', 'Woody']"
1791,White Empress,"['Sweet', 'Citrus', 'Earthy']"
1792,Ginger Ale,"['Berry', 'Earthy', 'Diesel']"
1793,Lemon Fire,"['Lemon', 'Citrus', 'Sweet']"
1794,Six Shooter,"['Sweet', 'Skunk', 'Citrus']"
1795,The Sister,"['Sweet', 'Diesel', 'Citrus']"
1796,Blue Heron,"['Sweet', 'Blueberry', 'Citrus']"
1797,Summertime Squeeze,"['Earthy', 'Tea', 'Spicy/Herbal']"
1798,Dream Police,"['Earthy', 'Pepper', 'Berry']"
1799,Guard Dawg,"['Earthy', 'Sweet', 'Woody']"
1800,Sweet Nina,"['Diesel', 'Skunk', 'Tobacco']"
1801,Dank Sinatra,"['Diesel', 'Berry', 'Tropical']"
1802,Sour Breath,"['Pungent', 'Sweet', 'Earthy']"
1803,Green Avenger,"['Flowery', 'Pungent', 'Mint']"
1804,Slazerbeam,"['Woody', 'Earthy', 'Sweet']"
1805,Bob Saget,"['Sage', 'Diesel', 'Earthy']"
1806,Rebel Berry OG,"['Blueberry', 'Berry', 'Cheese']"
1807,Doobiebird Daydream,"['Sweet', 'Vanilla', 'Blueberry']"
1808,Biker LeBlanc,"['Spicy/Herbal', 'Sage', 'Earthy']"
1809,Avi,"['Earthy', 'Pungent', '']"
1810,Logic Diesel,"['Diesel', 'Skunk', 'Mint']"
1811,Maui Citrus Punch,"['Citrus', 'Spicy/Herbal', 'Sweet']"
1812,Walrus Kush,"['', '', '']"
1813,Wally OG,"['Flowery', 'Earthy', 'Butter']"
1814,Tesla,"['Pepper', 'Spicy/Herbal', 'Sage']"
1815,Tangelo,"['Citrus', 'Sweet', 'Orange']"
1816,Romulan Haze,"['Pungent', 'Citrus', 'Sweet']"
1817,Hawaii 78,"['Sweet', 'Tropical', 'Pineapple']"
1818,Blue Cinex,"['Sweet', 'Berry', 'Blueberry']"
1819,Nina Limone,"['Lime', 'Lemon', 'Citrus']"
1820,Webster,"['Pineapple', 'Citrus', 'Spicy/Herbal']"
1821,Tangie Ghost Train,"['Citrus', 'Flowery', 'Chemical']"
1822,Colorado Clementines,"['Citrus', 'Lemon', 'Spicy/Herbal']"
1823,Orange Durban,"['Orange', 'Pine', 'Citrus']"
1824,Elmer’s Glue,"['Pungent', 'Earthy', 'Pine']"
1825,Kahuna,"['Sweet', 'Orange', 'Tropical']"
1826,Afghan Widow,"['Diesel', 'Pungent', 'Skunk']"
1827,Grape Calyx,"['Grape', 'Earthy', 'Flowery']"
1828,Blueberry Waltz,"['Blueberry', 'Rose', 'Sweet']"
1829,Arctic Sun,"['Ammonia', 'Skunk', '']"
1830,Lethal Purple,"['Sweet', 'Grape', 'Flowery']"
1831,Tango Kush,"['Mango', 'Sweet', 'Citrus']"
1832,Confidential Wreck,"['Sweet', 'Citrus', 'Earthy']"
1833,Pop Rox,"['Sweet', 'Grape', 'Citrus']"
1834,Hoodwreck,"['Sweet', 'Mint', 'Tropical']"
1835,Grape Drink,"['Grape', 'Sweet', 'Flowery']"
1836,Go Time,"['Spicy/Herbal', 'Earthy', 'Lemon']"
1837,LA Kookies,"['Sweet', 'Earthy', 'Coffee']"
1838,Kuchi,"['Earthy', 'Lemon', 'Cheese']"
1839,Humboldt Dream,"['Diesel', 'Lemon', 'Tropical']"
1840,Aberdeen,"['Menthol', 'BlueCheese', 'Chemical']"
1841,Grilled Cheese,"['Cheese', 'Pepper', 'Earthy']"
1842,Josh D OG,"['Sweet', 'Berry', 'Pungent']"
1843,Lemon Ice,"['Citrus', 'Lemon', 'Spicy/Herbal']"
1844,Humboldt Headband,"['Berry', 'Chemical', 'Sweet']"
1845,Paris XXX,"['Pungent', 'Citrus', 'Earthy']"
1846,Smelliot,"['Sweet', 'Citrus', 'Pungent']"
1847,God’s Bubba,"['Earthy', 'Woody', 'Diesel']"
1848,Four Star General,"['Diesel', 'Flowery', 'Earthy']"
1849,Tangerine Sunrise,"['Citrus', 'Pineapple', 'Sweet']"
1850,Alpha Express,"['Diesel', 'Earthy', 'Spicy/Herbal']"
1851,Chocolate OG,"['Honey', 'Skunk', 'Cheese']"
1852,Cali Jack,"['Diesel', 'Sweet', 'Skunk']"
1853,Mr. Tusk,"['Citrus', 'Sweet', 'Flowery']"
1854,Longbottom Leaf,"['Citrus', 'Pine', 'Earthy']"
1855,Southern Lights,"['Lemon', 'Pungent', '']"
1856,Blue Jay Way,"['Sweet', 'Blueberry', 'Citrus']"
1857,Casper OG,"['Earthy', 'Pungent', 'Woody']"
1858,Joliet Jake,"['Spicy/Herbal', 'Earthy', 'Sweet']"
1859,Electric Lemonade,"['Lemon', 'Sweet', 'Citrus']"
1860,Bogart,"['Sweet', 'Citrus', 'Tropical']"
1861,Jelly Roll,"['Sweet', 'Grape', 'Grapefruit']"
1862,Jenni,"['Sweet', 'Berry', 'TreeFruit']"
1863,Harley Storm,"['Spicy/Herbal', 'Sweet', 'Tropical']"
1864,Appalachian Power,"['Grape', 'Tropical', 'Sweet']"
1865,Lime Purple Mist,"['Berry', 'Lime', 'Spicy/Herbal']"
1866,Pinot Green,"['Woody', 'Earthy', 'Coffee']"
1867,Afpak,"['Pine', 'Pungent', 'Butter']"
1868,Kool-Aid Smile,"['Berry', 'Rose', 'Sage']"
1869,Sun Ra,"['Tropical', 'Orange', 'Citrus']"
1870,Iron Triangle,"['Diesel', 'Earthy', 'Lemon']"
1871,Swiss Indica,"['Pungent', 'Berry', 'Tropical']"
1872,Dinachem,"['Citrus', 'Sweet', 'Spicy/Herbal']"
1873,Dutch Haze,"['Citrus', 'Sweet', 'Lemon']"
1874,Super G,"['Earthy', 'Pungent', 'Pine']"
1875,Thunderbird Rose,"['Flowery', 'Rose', 'Citrus']"
1876,Spliffs Strawberry,"['Sweet', 'Berry', 'Strawberry']"
1877,Nuclear Cookies,"['Earthy', 'Sage', 'Citrus']"
1878,White Tygh Dream,"['Citrus', 'Earthy', 'Flowery']"
1879,Purple Pantera,"['', '', '']"
1880,Mean Misty,"['Flowery', 'Sweet', '']"
1881,Rip City Purps,"['Sage', 'Grape', 'Flowery']"
1882,Lamborghini,"['Citrus', 'Diesel', 'Pine']"
1883,Cambodian Haze,"['Citrus', 'Sweet', 'Spicy/Herbal']"
1884,Alchemy,"['Honey', 'Earthy', 'Flowery']"
1885,Gatekeeper OG,"['Earthy', 'Sweet', 'Flowery']"
1886,Georgia Pine,"['Flowery', 'Pine', 'Spicy/Herbal']"
1887,West OG,"['Woody', 'Spicy/Herbal', 'Lemon']"
1888,Cookie Breath,"['Earthy', 'Flowery', 'Grape']"
1889,Silverfalls Kush,"['Sweet', 'Spicy/Herbal', 'Strawberry']"
1890,White Castle,"['Pungent', 'Diesel', 'Strawberry']"
1891,Madcow,"['Sweet', 'Earthy', 'Ammonia']"
1892,Pure Love,"['Flowery', 'Grape', 'Mango']"
1893,Cowboy Kush,"['Earthy', 'Pungent', 'Spicy/Herbal']"
1894,Majestic 12,"['Earthy', 'Sweet', 'Berry']"
1895,Sinai,"['Menthol', 'Spicy/Herbal', 'Pepper']"
1896,Green Mango,"['Citrus', 'Earthy', 'Woody']"
1897,?Alenuih?h?,"['Sweet', 'Tropical', 'Pineapple']"
1898,Alpine Blue,"['Berry', 'Honey', 'Earthy']"
1899,Ecto Cooler,"['Citrus', 'Chemical', 'Skunk']"
1900,Golden Nugget,"['Citrus', 'Skunk', 'Earthy']"
1901,Fat Nelson,"['Pungent', 'Diesel', 'Sweet']"
1902,Bianca,"['Woody', 'Earthy', 'Spicy/Herbal']"
1903,Thelonious Skunk,"['Citrus', 'Earthy', 'Skunk']"
1904,Jesse’s Girl,"['Berry', 'Pungent', 'Sweet']"
1905,Double Barrel OG,"['Earthy', 'Citrus', '']"
1906,Caramel Kona Coffee Kush,"['Coffee', 'Sweet', 'Earthy']"
1907,South Indian Indica,"['', '', '']"
1908,BOG Bubble,"['Flowery', 'Sweet', 'Berry']"
1909,Guava Gelato,"['Mint', 'Grapefruit', 'Tropical']"
1910,Ghost Cookies,"['Sweet', 'Earthy', 'Woody']"
1911,Lime Sorbet,"['Lime', 'Sweet', 'Lemon']"
1912,Doox,"['Sweet', 'Citrus', 'Lime']"
1913,Crystal Gayle,"['Sweet', 'Diesel', 'Earthy']"
1914,Athabasca,"['Earthy', 'Ammonia', 'Diesel']"
1915,Americano,"['Earthy', 'Diesel', 'Spicy/Herbal']"
1916,Khola,"['', '', '']"
1917,Golden Gage,"['Pepper', 'Spicy/Herbal', 'Citrus']"
1918,G.O.A.T.,"['Earthy', 'Sage', 'Sweet']"
1919,Strawberry Durban Diesel,"['Strawberry', 'Diesel', 'Sweet']"
1920,Kelly Hill Gold,"['Pepper', 'Earthy', 'Coffee']"
1921,Chucky’s Bride,"['Tropical', 'Pungent', 'Ammonia']"
1922,Sweet Skunk,"['Vanilla', 'Citrus', 'Sweet']"
1923,KT Dawg,"['Earthy', 'Woody', 'Chemical']"
1924,B-Witched,"['Sweet', 'Berry', 'Citrus']"
1925,Armagnac,"['Spicy/Herbal', 'Sweet', 'Flowery']"
1926,White Bastard,"['Sage', 'Berry', 'Sweet']"
1927,Purple Tonic,"['Blueberry', 'TreeFruit', 'Nutty']"
1928,Flo Limone,"['Lemon', 'Sweet', 'Tropical']"
1929,Blood Orange Kush,"['Orange', 'Citrus', 'Sweet']"
1930,Golden State Banana,"['Sweet', 'Tropical', 'TreeFruit']"
1931,Harlequin GDP,"['Earthy', 'Skunk', 'Grape']"
1932,Thaidal Wave,"['', '', '']"
1933,Matsu,"['', '', '']"
1934,Chairman Chem Sou,"['Diesel', 'Pepper', 'Citrus']"
1935,Legendary Lemon,"['Apricot', 'Chemical', 'Blueberry']"
1936,Ghost Ship,"['Pine', 'Earthy', 'Sweet']"
1937,Dolla Sign OG Kush,"['Sweet', 'Flowery', 'Pungent']"
1938,Chemnesia,"['Pungent', 'Diesel', 'Citrus']"
1939,Pink Hawaiian,"['Sweet', 'Tropical', 'Strawberry']"
1940,Fast Eddy,"['Skunk', 'Earthy', 'Woody']"
1941,Air Jordan OG,"['Pine', 'Earthy', 'Woody']"
1942,Don Shula,"['Citrus', 'Tropical', 'Diesel']"
1943,Heaven Scent,"['Mint', 'Sweet', 'Tropical']"
1944,Silver Back,"['Menthol', 'Sweet', 'Strawberry']"
1945,Ultra Banana,"['Spicy/Herbal', 'Pine', 'Ammonia']"
1946,The Brotherhood,"['Earthy', 'Citrus', 'Flowery']"
1947,Strawberry Frost,"['Sweet', 'Strawberry', 'Earthy']"
1948,Zellys Gift,"['Grape', 'Citrus', 'Lemon']"
1949,Elphinstone,"['Citrus', 'Sweet', 'Skunk']"
1950,Super Chronic,"['Earthy', 'Mint', 'Pine']"
1951,Purple Raine,"['Grape', 'Woody', 'Flowery']"
1952,White Girl,"['Berry', 'Citrus', 'Tropical']"
1953,Hoarfrost,"['Spicy/Herbal', 'Woody', 'Vanilla']"
1954,Negra 44,"['Sweet', 'Earthy', 'Citrus']"
1955,Old Lyme Connecticut OG,"['TreeFruit', 'Pungent', 'Pine']"
1956,Vanilluna,"['Sweet', 'Blueberry', 'Lavender']"
1957,IG Kush,"['Sweet', 'Orange', 'Earthy']"
1958,Nexus OG,"['Tobacco', 'Sweet', 'Berry']"
1959,Truffle Butter,"['Butter', 'Berry', 'Flowery']"
1960,North Indian,"['Tropical', 'Earthy', 'Woody']"
1961,Madzilla,"['Berry', 'Earthy', 'Pine']"
1962,Mt. Cook,"['Ammonia', 'Diesel', 'Spicy/Herbal']"
1963,Tangerine Trainwreck Haze,"['Sweet', 'Citrus', 'Orange']"
1964,Lady Liberty,"['Sweet', '', '']"
1965,Shining Silver Haze,"['Tropical', 'Mango', 'Pine']"
1966,Goji Diesel,"['Diesel', '', '']"
1967,Pineapple Cookies,"['Pineapple', 'Earthy', 'Spicy/Herbal']"
1968,West Coast Dawg,"['Sweet', 'Woody', 'Tropical']"
1969,Alien Apparition,"['Sweet', 'Berry', 'Blueberry']"
1970,Wookie,"['Lemon', 'Woody', 'Mint']"
1971,Ill OG,"['Earthy', 'Pine', 'Diesel']"
1972,Mochi,"['Flowery', 'Sweet', 'Mint']"
1973,Kali China,"['Spicy/Herbal', 'Pepper', 'Mint']"
1974,Savant’s Grail,"['Sweet', 'Flowery', 'Earthy']"
1975,Purple Tears,"['Earthy', 'Flowery', 'Lavender']"
1976,Cello Sweet OG,"['Sweet', 'Spicy/Herbal', 'Pineapple']"
1977,Aloha Limone,"['Citrus', 'Sweet', 'Earthy']"
1978,Easy Peezy,"['Lemon', 'Spicy/Herbal', 'Earthy']"
1979,Monolith,"['Pungent', 'Earthy', 'Pine']"
1980,Berry Larry,"['Berry', 'Earthy', 'Pine']"
1981,Little Devil,"['Sweet', 'Lemon', 'Pungent']"
1982,The White Angel,"['Pepper', 'Pungent', 'Diesel']"
1983,Blackberry Dream,"['Berry', 'Citrus', 'Tropical']"
1984,Donegal,"['Earthy', 'Pungent', 'Woody']"
1985,Chocolate Rain,"['Sweet', 'Vanilla', 'Coffee']"
1986,Lil Sebastian,"['Spicy/Herbal', 'Sweet', 'Berry']"
1987,Mountain Girl,"['Earthy', 'Diesel', 'TreeFruit']"
1988,Moondance,"['Spicy/Herbal', 'Sweet', 'Citrus']"
1989,Wild Thailand,"['Citrus', 'Berry', 'Sweet']"
1990,Desert Star,"['Earthy', '', '']"
1991,Brazil Amazonia,"['Spicy/Herbal', 'Citrus', 'Woody']"
1992,First 48,"['Citrus', 'Earthy', 'Lemon']"
1993,Sour Cherry Sherbert,"['Berry', 'Sweet', 'Tropical']"
1994,Pineapple Sage,"['Sage', 'Pineapple', 'Diesel']"
1995,Anubis,"['Grape', 'Lime', 'Citrus']"
1996,Pineapple Upside Down Cake,"['Sweet', 'Earthy', 'Pineapple']"
1997,Afkansastan,"['Tobacco', 'Earthy', '']"
1998,Birds Eye,"['Sweet', '', '']"
1999,Xanadu,"['Spicy/Herbal', 'Pepper', 'Sweet']"
2000,Romping Goddess,"['TreeFruit', 'Earthy', 'Pine']"
2001,Kushashima,"['Pungent', 'Pine', 'Sweet']"
2002,South Central LA,"['Sweet', 'Berry', 'Blueberry']"
2003,White Strawberry,"['Sweet', 'Skunk', 'Citrus']"
2004,Four Cups,"['Earthy', 'Diesel', 'Spicy/Herbal']"
2005,Lemon Bananas,"['TreeFruit', 'Flowery', 'Spicy/Herbal']"
2006,Purple Cow,"['Flowery', 'Sweet', 'Berry']"
2007,Bertberry Cheesecake,"['Cheese', 'Sweet', 'Berry']"
2008,Critters Cookies,"['Lemon', 'Earthy', 'Pungent']"
2009,Mud Bite,"['Sage', 'Pepper', 'Mint']"
2010,Tardis,"['Sweet', 'Earthy', 'Diesel']"
2011,Kaptns Grand Dream,"['Ammonia', 'Blueberry', 'Grape']"
2012,True X,"['Earthy', 'Woody', 'Pine']"
2013,Bubba x Skunk,"['Earthy', 'Tea', 'Diesel']"
2014,Cashus Clay,"['Earthy', 'Pungent', 'Butter']"
2015,Flo Walker,"['Mango', 'Citrus', 'Lemon']"
2016,Sumo Grande,"['Citrus', 'Sweet', 'Pine']"
2017,Bubba Berry,"['Earthy', 'Spicy/Herbal', 'Pepper']"
2018,Blue Bayou,"['Citrus', 'Lemon', 'Tropical']"
2019,Gas Mask,"['Earthy', 'Spicy/Herbal', 'Pepper']"
2020,Kubbie Kush,"['Berry', 'Sweet', 'Blueberry']"
2021,Flowers For Algernon,"['Diesel', 'Mint', 'Strawberry']"
2022,Leonidas,"['Grape', 'Lavender', 'Violet']"
2023,Gupta Haze,"['Earthy', 'Flowery', 'Pungent']"
2024,Maui Berry,"['Berry', 'Citrus', 'Pungent']"
2025,Electric Black Mamba,"['Woody', 'Nutty', 'Sweet']"
2026,KC 36,"['Sweet', 'Blueberry', 'Grape']"
2027,Grandmas Batch,"['Butter', 'Lemon', 'Flowery']"
2028,Super Silver Lights,"['Sweet', 'Pine', 'Flowery']"
2029,Dr. Feelgood,"['Earthy', 'Woody', 'Nutty']"
2030,Mossad,"['Sweet', 'Lemon', 'Earthy']"
2031,The Blintz,"['Lavender', 'Earthy', 'Pungent']"
2032,Caramella,"['Menthol', 'Spicy/Herbal', 'Sweet']"
2033,King Cake,"['Sweet', 'Skunk', 'Spicy/Herbal']"
2034,OCA Gold,"['Spicy/Herbal', 'Flowery', 'Earthy']"
2035,Tesla Tower,"['Sweet', 'Citrus', 'Pepper']"
2036,Dirty Widow,"['Sweet', 'Earthy', 'Pungent']"
2037,Cerebro Haze,"['Diesel', 'Pepper', 'Citrus']"
2038,Bedford Glue,"['Earthy', 'Woody', 'Ammonia']"
2039,Island Haze,"['Sweet', 'Berry', 'Blueberry']"
2040,Puna Buddaz,"['Sweet', 'Tropical', 'Pungent']"
2041,Blue Steel,"['Blueberry', 'Berry', 'Sweet']"
2042,Crystalberry,"['Sweet', 'Berry', 'Blueberry']"
2043,Grimace OG,"['Grape', 'Pungent', 'Diesel']"
2044,Pink Berry,"['Sweet', 'Berry', 'Tropical']"
2045,Suicide Girl,"['Violet', 'Sweet', 'Citrus']"
2046,R-4,"['Earthy', 'Nutty', 'Spicy/Herbal']"
2047,Alaska Thunder Grape,"['Pepper', 'Strawberry', 'Grape']"
2048,Kalalau Kush,"['Sweet', 'Tropical', 'Pineapple']"
2049,Tahoe Hydro Champagne,"['Flowery', 'Earthy', 'Diesel']"
2050,Dirty Old Bastard,"['Earthy', 'Woody', 'Sweet']"
2051,Blueberry Cookies,"['Blueberry', 'Berry', 'Nutty']"
2052,Ginger Punch,"['Strawberry', 'Earthy', 'Sweet']"
2053,Nepalese Jam,"['Tropical', 'Earthy', 'Woody']"
2054,Washing Machine,"['Earthy', 'Cheese', 'Spicy/Herbal']"
2055,Blueberry Bomb,"['Blueberry', 'Citrus', 'Sweet']"
2056,Gorilla Grips,"['Blueberry', 'Grape', 'Berry']"
2057,CBD Lilly,"['Citrus', '', '']"
2058,Golden Tangie,"['Orange', 'Citrus', 'Tropical']"
2059,Redd Cross,"['Earthy', 'Chemical', '']"
2060,OG Eddy Lepp,"['Tropical', '', '']"
2061,Diamond Socks,"['', '', '']"
2062,Allkush,"['Spicy/Herbal', 'Honey', 'Sweet']"
2063,Rebel God Smoke,"['Citrus', 'Grapefruit', 'Earthy']"
2064,CBD OX,"['Flowery', 'Sweet', 'Berry']"
2065,Hades Haze,"['Earthy', 'Citrus', 'Woody']"
2066,California Hash Plant,"['Citrus', '', '']"
2067,Pele’s Fire OG,"['Diesel', 'Earthy', 'Pungent']"
2068,False Teeth,"['Sweet', 'Earthy', 'Grape']"
2069,Space Monster,"['Chemical', 'Sweet', 'Ammonia']"
2070,Mau-Mau,"['', '', '']"
2071,Shurman,"['Earthy', 'Citrus', 'Flowery']"
2072,Pheno 51,"['Pine', 'Earthy', 'Flowery']"
2073,Hades OG,"['Sweet', 'Citrus', 'Lemon']"
2074,Kali 47,"['Sweet', 'Vanilla', '']"
2075,Club 69,"['Flowery', 'Sweet', 'Berry']"
2076,Colombian Mojito,"['Pine', 'Sweet', 'TreeFruit']"
2077,Cronuts,"['Diesel', 'Flowery', 'Earthy']"
2078,Jamba Juice,"['Sweet', 'Berry', 'Pine']"
2079,Dreadlock,"['Earthy', 'Diesel', 'Sage']"
2080,The Loops,"['Sweet', 'Berry', 'Grape']"
2081,White LSD,"['Diesel', 'Spicy/Herbal', 'Butter']"
2082,Kush-N-Cheese,"['Sweet', 'Lemon', 'Apple']"
2083,Toxic,"['Flowery', 'Earthy', 'Pungent']"
2084,Congo,"['Tropical', 'Diesel', 'Ammonia']"
2085,Haze Mist,"['', '', '']"
2086,Spyder Mon,"['Citrus', 'Earthy', 'Sweet']"
2087,Al’s Dream,"['', '', '']"
2088,Princesss Tiara,"['Sweet', 'Earthy', '']"
2089,Goldwing,"['', '', '']"
2090,Phishhead Kush,"['Berry', 'Sweet', '']"
2091,Haoma Mist,"['Flowery', 'Sweet', 'Citrus']"
2092,Redding OG,"['', '', '']"
2093,Truth Serum,"['Spicy/Herbal', 'Pepper', 'Citrus']"
2094,Sumo’s OG Kush,"['Earthy', 'Pine', 'Diesel']"
2095,Blue Nina,"['Flowery', 'Berry', 'Lavender']"
2096,Doctor Doctor,"['Sweet', 'Strawberry', 'Citrus']"
2097,Titan’s Haze,"['Spicy/Herbal', 'Pungent', 'Skunk']"
2098,Orange Wreck,"['Citrus', 'Earthy', 'Orange']"
2099,La Niña,"['Sweet', 'Earthy', '']"
2100,Purple Swish,"['Berry', 'Grape', 'Earthy']"
2101,Green Python,"['Woody', 'Sweet', 'Earthy']"
2102,Tuna OG,"['', '', '']"
2103,Fallen Angel,"['Sage', 'Sweet', 'Flowery']"
2104,Golden Tiger,"['Flowery', 'Earthy', 'Sage']"
2105,Fat Axl,"['Earthy', 'Woody', 'Pine']"
2106,Richie Rich,"['Sweet', 'Lemon', 'Tropical']"
2107,Do-Over OG,"['', '', '']"
