,Strain Name,Feelings,Type,Cannabinoids,Rating,Rating Users,Left Parent,Right Parent,Left Child,Right Child
1489,Aceh,"{'Feelings': ['Creative ', 'Relaxed ', 'Happy ', 'Focused ', 'Euphoric '], 'Negatives': ['Dry mouth ', 'Dizzy ', 'Anxious ', 'Dry eyes ', None], 'Helps with': ['Depression ', 'Stress ', 'Insomnia ', 'Anxiety ', 'Headaches ']}",Sativa,"{'THC': None, 'CBD': None, 'CBG': None}",4.5,42,,,,
1490,Golden Lemon,"{'Feelings': ['Relaxed ', 'Happy ', 'Euphoric ', 'Uplifted ', 'Tingly '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Anxious ', 'Dizzy ', 'Headache '], 'Helps with': ['Anxiety ', 'Depression ', 'Stress ', 'Pain ', 'Insomnia ']}",Hybrid,"{'THC': '22%', 'CBD': None, 'CBG': '1%'}",4.5,119,Lemon Skunk,Kosher Kush,,
1491,Bubba's Sister,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",Hybrid,"{'THC': None, 'CBD': None, 'CBG': None}",,,,,,
1492,Ghost Bubba,"{'Feelings': ['Euphoric ', 'Happy ', 'Uplifted ', 'Relaxed ', 'Creative '], 'Negatives': ['Dry eyes ', 'Anxious ', 'Dizzy ', 'Dry mouth ', 'Paranoid '], 'Helps with': ['Stress ', 'Depression ', 'Pain ', 'Anxiety ', 'Headaches ']}",Hybrid,"{'THC': None, 'CBD': None, 'CBG': None}",4.4,29,,,,
1493,Boysenberry Creme Brulee,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",Hybrid,"{'THC': '29%', 'CBD': None, 'CBG': '2%'}",5.0,1,,,,
1494,Honey Boo Boo,"{'Feelings': ['Relaxed ', 'Euphoric ', 'Happy ', 'Sleepy ', 'Uplifted '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Dizzy ', 'Paranoid ', 'Anxious '], 'Helps with': ['Stress ', 'Pain ', 'Depression ', 'Anxiety ', 'PTSD ']}",Indica,"{'THC': '14%', 'CBD': '—', 'CBG': None}",4.6,67,Bubba Kush,N/A,,
1495,Mandarin Jack,"{'Feelings': ['Uplifted ', 'Relaxed ', 'Hungry ', 'Euphoric ', 'Creative '], 'Negatives': ['Dizzy ', 'Dry eyes ', 'Dry mouth ', None, None], 'Helps with': ['Eye pressure ', 'Insomnia ', 'Lack of appetite ', 'Nausea ', 'Stress ']}",Hybrid,"{'THC': None, 'CBD': None, 'CBG': None}",5.0,2,,,,
1496,Mendo Kush,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",Hybrid,"{'THC': None, 'CBD': None, 'CBG': None}",,,,,,
1497,Banana D'Lime,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",,"{'THC': None, 'CBD': None, 'CBG': None}",5.0,1,,,,
1498,Hazmat OG,"{'Feelings': ['Happy ', 'Relaxed ', 'Hungry ', 'Euphoric ', 'Aroused '], 'Negatives': ['Dry eyes ', None, None, None, None], 'Helps with': ['Depression ', 'Stress ', 'Anxiety ', 'Lack of appetite ', 'ADD']}",Hybrid,"{'THC': '22%', 'CBD': '—', 'CBG': None}",4.6,15,Chem 91,N/A,,
1499,Chocolony,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",Hybrid,"{'THC': '20%', 'CBD': None, 'CBG': '1%'}",4.0,1,The One,White Choco,,
1500,Lavender Jones,"{'Feelings': ['Relaxed ', 'Happy ', 'Euphoric ', 'Uplifted ', 'Creative '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Anxious ', 'Paranoid ', 'Dizzy '], 'Helps with': ['Stress ', 'Depression ', 'Pain ', 'Anxiety ', 'Insomnia ']}",Hybrid,"{'THC': '23%', 'CBD': None, 'CBG': '1%'}",4.4,208,Purple Urkle,Casey Jones,,
1501,Night Train,"{'Feelings': ['Relaxed ', 'Tingly ', 'Sleepy ', 'Euphoric ', 'Uplifted '], 'Negatives': ['Anxious ', 'Dizzy ', 'Dry eyes ', 'Dry mouth ', 'Headache '], 'Helps with': ['Insomnia ', 'Pain ', 'Headaches ', 'Muscle spasms ', 'Stress ']}",Indica,"{'THC': '24%', 'CBD': None, 'CBG': '1%'}",4.0,13,Trainwreck,N/A,,
1502,Lohan,"{'Feelings': ['Relaxed ', 'Hungry ', 'Happy ', 'Uplifted ', 'Euphoric '], 'Negatives': ['Dry eyes ', 'Dry mouth ', 'Headache ', None, None], 'Helps with': ['Depression ', 'Pain ', 'Stress ', 'Anxiety ', 'Headaches ']}",Hybrid,"{'THC': None, 'CBD': None, 'CBG': None}",4.3,10,Trainwreck,LA Confidential,,
1503,Afrikaner,"{'Feelings': ['Happy ', None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",Sativa,"{'THC': None, 'CBD': None, 'CBG': None}",4.3,3,,,,
1504,Terp Town,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",Hybrid,"{'THC': '22%', 'CBD': None, 'CBG': '1%'}",5.0,1,,,,
1505,Sweet Dosi,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",,"{'THC': None, 'CBD': None, 'CBG': None}",,,,,,
1506,Gasoline Alley,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",Hybrid,"{'THC': None, 'CBD': None, 'CBG': None}",,,I-95,N/A,,
1507,Sour Pebbles,"{'Feelings': ['Happy ', 'Uplifted ', 'Energetic ', 'Euphoric ', 'Talkative '], 'Negatives': ['Dry mouth ', 'Dry eyes ', None, None, None], 'Helps with': ['Depression ', 'Stress ', 'Pain ', 'Fatigue ', 'Anxiety ']}",Sativa,"{'THC': '17%', 'CBD': None, 'CBG': '1%'}",4.3,38,FPOG,N/A,,
1508,Dutch Crunch,"{'Feelings': ['Relaxed ', 'Focused ', 'Uplifted ', 'Tingly ', 'Talkative '], 'Negatives': ['Dry mouth ', 'Headache ', 'Paranoid ', None, None], 'Helps with': ['Stress ', 'Depression ', 'Lack of appetite ', 'Pain ', 'Anxiety ']}",Hybrid,"{'THC': '16%', 'CBD': '—', 'CBG': None}",4.2,9,Jack Herer,Dutch Treat,,
1509,Pineapple Chunk,"{'Feelings': ['Relaxed ', 'Happy ', 'Euphoric ', 'Uplifted ', 'Energetic '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Dizzy ', 'Anxious ', 'Paranoid '], 'Helps with': ['Stress ', 'Pain ', 'Anxiety ', 'Depression ', 'Insomnia ']}",Hybrid,"{'THC': '18%', 'CBD': None, 'CBG': '1%'}",4.4,366,Cheese,Skunk 1,,
1510,White Russian,"{'Feelings': ['Happy ', 'Euphoric ', 'Uplifted ', 'Relaxed ', 'Creative '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Dizzy ', 'Paranoid ', 'Headache '], 'Helps with': ['Stress ', 'Anxiety ', 'Depression ', 'Pain ', 'Insomnia ']}",Hybrid,"{'THC': '18%', 'CBD': None, 'CBG': '1%'}",4.3,534,White Widow,AK-47,Kong,Black Russian
1511,Banana Candy,"{'Feelings': ['Relaxed ', 'Euphoric ', 'Happy ', 'Giggly ', 'Creative '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Dizzy ', 'Headache ', 'Paranoid '], 'Helps with': ['Pain ', 'Stress ', 'Anxiety ', 'Insomnia ', 'Muscle spasms ']}",Indica,"{'THC': '32%', 'CBD': None, 'CBG': '2%'}",4.0,29,,,,
1512,Lost Cause,"{'Feelings': ['Uplifted ', 'Relaxed ', 'Hungry ', 'Happy ', 'Focused '], 'Negatives': [None, None, None, None, None], 'Helps with': ['Depression ', 'Fatigue ', 'Headaches ', 'Insomnia ', 'Lack of appetite ']}",,"{'THC': '17%', 'CBD': '—', 'CBG': None}",5.0,1,,,,
1513,Alien Rock Candy,"{'Feelings': ['Relaxed ', 'Happy ', 'Euphoric ', 'Uplifted ', 'Sleepy '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Dizzy ', 'Paranoid ', 'Anxious '], 'Helps with': ['Stress ', 'Pain ', 'Insomnia ', 'Depression ', 'Anxiety ']}",Hybrid,"{'THC': '21%', 'CBD': None, 'CBG': '1%'}",4.6,229,Sour Dubb,Tahoe Alien,,
1514,12 Year OG,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",Hybrid,"{'THC': None, 'CBD': None, 'CBG': None}",3.0,2,OG Kush,N/A,,
1515,Black Cherry Pie,"{'Feelings': ['Happy ', 'Relaxed ', 'Euphoric ', 'Uplifted ', 'Hungry '], 'Negatives': ['Dry mouth ', 'Dizzy ', 'Dry eyes ', None, None], 'Helps with': ['Stress ', 'Insomnia ', 'Pain ', 'Lack of appetite ', 'Depression ']}",Hybrid,"{'THC': None, 'CBD': None, 'CBG': None}",4.8,32,Cherry Pie,Blackberry Kush,,
1516,Walrus Kush,"{'Feelings': ['Happy ', 'Giggly ', 'Uplifted ', 'Hungry ', 'Creative '], 'Negatives': ['Dry mouth ', 'Headache ', None, None, None], 'Helps with': ['Nausea ', 'Pain ', 'Stress ', 'Migraines ', 'Depression ']}",Hybrid,"{'THC': '16%', 'CBD': None, 'CBG': '1%'}",4.3,6,,,,
1517,Fuego Verde,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",,"{'THC': None, 'CBD': None, 'CBG': None}",,,,,,
1518,Purple Skunk,"{'Feelings': ['Happy ', 'Relaxed ', 'Euphoric ', 'Uplifted ', 'Focused '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Dizzy ', 'Headache ', 'Anxious '], 'Helps with': ['Stress ', 'Pain ', 'Depression ', 'Anxiety ', 'Insomnia ']}",Hybrid,"{'THC': '18%', 'CBD': '—', 'CBG': None}",4.2,99,Skunk 1,N/A,God Bud,Pineapple Purple Skunk
1519,Willy G’s Lebanese,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",Hybrid,"{'THC': None, 'CBD': None, 'CBG': None}",,,,,,
1520,Dirty Old Bastard,"{'Feelings': ['Relaxed ', 'Uplifted ', 'Happy ', 'Euphoric ', 'Hungry '], 'Negatives': ['Dry eyes ', 'Dry mouth ', None, None, None], 'Helps with': ['Depression ', 'Lack of appetite ', 'Pain ', 'Stress ', None]}",Indica,"{'THC': None, 'CBD': None, 'CBG': None}",4.1,8,OG Kush,Blackberry,,
1521,Ole Berry Red,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",Hybrid,"{'THC': None, 'CBD': None, 'CBG': None}",,,,,,
1522,Mossad,"{'Feelings': ['Relaxed ', 'Focused ', 'Euphoric ', None, None], 'Negatives': ['Anxious ', 'Headache ', 'Paranoid ', None, None], 'Helps with': [None, None, None, None, None]}",Indica,"{'THC': None, 'CBD': None, 'CBG': None}",4.2,6,Kosher Kush,Conspiracy Kush,,
1523,Chronic Thunder,"{'Feelings': ['Relaxed ', 'Happy ', 'Sleepy ', 'Euphoric ', 'Hungry '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Dizzy ', 'Headache ', 'Anxious '], 'Helps with': ['Insomnia ', 'Pain ', 'Stress ', 'Anxiety ', 'Depression ']}",Indica,"{'THC': '15%', 'CBD': '—', 'CBG': None}",4.5,94,Alaskan Thunder Fuck,Chronic,,
1524,Kong,"{'Feelings': ['Relaxed ', 'Happy ', 'Euphoric ', 'Uplifted ', 'Sleepy '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Dizzy ', 'Anxious ', 'Paranoid '], 'Helps with': ['Stress ', 'Pain ', 'Anxiety ', 'Insomnia ', 'Depression ']}",Hybrid,"{'THC': None, 'CBD': None, 'CBG': None}",4.7,144,White Russian,Motavation,,
1525,Mojo,"{'Feelings': ['Euphoric ', 'Tingly ', 'Relaxed ', 'Hungry ', 'Happy '], 'Negatives': ['Dry mouth ', None, None, None, None], 'Helps with': ['Pain ', 'Stress ', 'Anxiety ', None, None]}",Hybrid,"{'THC': '10%', 'CBD': None, 'CBG': None}",4.7,3,,,,
1526,Oro Blanco Kief,"{'Feelings': ['Relaxed ', 'Happy ', 'Uplifted ', 'Giggly ', 'Tingly '], 'Negatives': ['Dry mouth ', 'Anxious ', 'Dry eyes ', None, None], 'Helps with': ['Depression ', 'Lack of appetite ', 'Nausea ', 'Stress ', 'Anorexia ']}",,"{'THC': None, 'CBD': None, 'CBG': None}",5.0,5,,,,
1527,Money Maker,"{'Feelings': ['Relaxed ', 'Sleepy ', 'Happy ', 'Euphoric ', 'Hungry '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Dizzy ', 'Paranoid ', 'Anxious '], 'Helps with': ['Stress ', 'Insomnia ', 'Pain ', 'Lack of appetite ', 'Depression ']}",Indica,"{'THC': '13%', 'CBD': '—', 'CBG': None}",4.5,64,Hindu Kush,N/A,,
1528,Freeze Cheese '89,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",Hybrid,"{'THC': None, 'CBD': None, 'CBG': None}",,,,,,
1529,Maui Wowie,"{'Feelings': ['Happy ', 'Uplifted ', 'Euphoric ', 'Energetic ', 'Creative '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Dizzy ', 'Paranoid ', 'Headache '], 'Helps with': ['Stress ', 'Anxiety ', 'Depression ', 'Pain ', 'Fatigue ']}",Sativa,"{'THC': '17%', 'CBD': '—', 'CBG': None}",4.3,1540,Hawaiian,N/A,Tropic Thunder,Maui Mango Diesel
1530,Peach Mango,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",,"{'THC': '22%', 'CBD': '—', 'CBG': None}",,,,,,
1531,Headstash #3,"{'Feelings': ['Euphoric ', 'Happy ', 'Focused ', 'Creative ', 'Aroused '], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",,"{'THC': None, 'CBD': None, 'CBG': None}",4.3,3,,,,
1532,Twisted Berries,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",,"{'THC': None, 'CBD': None, 'CBG': None}",,,,,,
1533,Ramses,"{'Feelings': ['Relaxed ', 'Happy ', 'Focused ', 'Euphoric ', 'Energetic '], 'Negatives': ['Dry eyes ', None, None, None, None], 'Helps with': ['Fatigue ', 'Lack of appetite ', 'Anxiety ', 'Migraines ', None]}",Hybrid,"{'THC': None, 'CBD': None, 'CBG': None}",4.5,2,Amnesia Haze,N/A,,
1534,Cherry Sherbet,"{'Feelings': ['Relaxed ', 'Happy ', 'Euphoric ', 'Aroused ', 'Uplifted '], 'Negatives': ['Dry eyes ', 'Dry mouth ', 'Dizzy ', 'Paranoid ', 'Anxious '], 'Helps with': ['Stress ', 'Pain ', 'Depression ', 'Anxiety ', 'Cramps ']}",Hybrid,"{'THC': '16%', 'CBD': '—', 'CBG': None}",4.3,34,Cherry Pie,N/A,,
1535,Tangie Cookies,"{'Feelings': ['Euphoric ', 'Uplifted ', 'Happy ', 'Energetic ', 'Focused '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Anxious ', 'Paranoid ', 'Dizzy '], 'Helps with': ['Anxiety ', 'Depression ', 'Stress ', 'Fatigue ', 'ADD']}",Sativa,"{'THC': '23%', 'CBD': None, 'CBG': '1%'}",4.7,54,,,,
1536,Fat Purple,"{'Feelings': ['Relaxed ', 'Happy ', 'Euphoric ', 'Giggly ', 'Aroused '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Dizzy ', None, None], 'Helps with': ['Pain ', 'Stress ', 'Insomnia ', 'Depression ', 'Anxiety ']}",Indica,"{'THC': '13%', 'CBD': None, 'CBG': '1%'}",4.6,19,G13,Purple Rhino,,
1537,Cadillac Cookies,"{'Feelings': ['Relaxed ', 'Sleepy ', 'Hungry ', 'Happy ', 'Giggly '], 'Negatives': ['Dry mouth ', 'Dry eyes ', None, None, None], 'Helps with': ['Headaches ', 'Lack of appetite ', 'Muscle spasms ', 'Spasticity ', None]}",Indica,"{'THC': '29%', 'CBD': None, 'CBG': '1%'}",4.8,5,Platinum Cookies,Cadillac Purple,,
1538,Shadow Dancer,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",Hybrid,"{'THC': '16%', 'CBD': '—', 'CBG': None}",,,,,,
1539,Tokyo OG,"{'Feelings': ['Euphoric ', 'Relaxed ', 'Happy ', 'Uplifted ', 'Sleepy '], 'Negatives': ['Dry eyes ', 'Paranoid ', 'Anxious ', 'Dizzy ', 'Dry mouth '], 'Helps with': ['Stress ', 'Pain ', 'Headaches ', 'Lack of appetite ', 'PTSD ']}",Hybrid,"{'THC': '21%', 'CBD': None, 'CBG': '1%'}",4.5,41,OG Kush,N/A,,
1540,Alien Apple Warp,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",Hybrid,"{'THC': '14%', 'CBD': '—', 'CBG': None}",4.5,4,,,,
1541,Platinum Punch Remix,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",,"{'THC': '24%', 'CBD': None, 'CBG': '1%'}",,,,,,
1542,Hi-Biscus,"{'Feelings': ['Uplifted ', 'Relaxed ', 'Hungry ', 'Happy ', 'Focused '], 'Negatives': [None, None, None, None, None], 'Helps with': ['Fatigue ', 'Inflammation ', 'Lack of appetite ', 'Nausea ', 'Stress ']}",Hybrid,"{'THC': '20%', 'CBD': None, 'CBG': '1%'}",4.0,6,,,,
1543,Gorilla Grips,"{'Feelings': ['Sleepy ', 'Relaxed ', 'Happy ', 'Uplifted ', 'Tingly '], 'Negatives': ['Dry mouth ', 'Dry eyes ', None, None, None], 'Helps with': ['Pain ', 'Stress ', 'Depression ', 'Headaches ', 'Insomnia ']}",Indica,"{'THC': '18%', 'CBD': None, 'CBG': '1%'}",4.4,8,GG4,Blue Power,,
1544,Willie Nelson,"{'Feelings': ['Uplifted ', 'Happy ', 'Euphoric ', 'Creative ', 'Energetic '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Paranoid ', 'Headache ', 'Anxious '], 'Helps with': ['Stress ', 'Depression ', 'Anxiety ', 'Pain ', 'Fatigue ']}",Sativa,"{'THC': '16%', 'CBD': None, 'CBG': '1%'}",4.3,136,Nepalese,South Asian Sativa,Sour Willie,West Coast Willie
1545,Zamaldelica,"{'Feelings': ['Energetic ', 'Uplifted ', 'Happy ', 'Creative ', 'Focused '], 'Negatives': ['Dizzy ', 'Dry eyes ', None, None, None], 'Helps with': ['Depression ', 'Stress ', 'Fatigue ', 'Lack of appetite ', 'Pain ']}",Sativa,"{'THC': '20%', 'CBD': None, 'CBG': '2%'}",4.8,10,,,,
1546,Monkey Balls,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",Hybrid,"{'THC': '24%', 'CBD': '—', 'CBG': None}",,,,,,
1547,Deep Chunk,"{'Feelings': ['Relaxed ', 'Happy ', 'Euphoric ', 'Uplifted ', 'Sleepy '], 'Negatives': [None, None, None, None, None], 'Helps with': ['Insomnia ', 'Stress ', 'Pain ', 'Depression ', 'Eye pressure ']}",Indica,"{'THC': '13%', 'CBD': '—', 'CBG': None}",4.6,16,Afghani,N/A,Chunky Diesel,BC Roadkill
1548,Amnesia,"{'Feelings': ['Happy ', 'Euphoric ', 'Relaxed ', 'Uplifted ', 'Energetic '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Paranoid ', 'Dizzy ', 'Anxious '], 'Helps with': ['Stress ', 'Depression ', 'Pain ', 'Anxiety ', 'Fatigue ']}",Sativa,"{'THC': '17%', 'CBD': None, 'CBG': '1%'}",4.2,737,Jack Herer,Cinderella 99,Strawberry Amnesia,Zombie Kush
1549,Blueberry Yum Yum,"{'Feelings': ['Happy ', 'Relaxed ', 'Uplifted ', 'Euphoric ', 'Hungry '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Dizzy ', 'Paranoid ', 'Anxious '], 'Helps with': ['Stress ', 'Anxiety ', 'Depression ', 'Pain ', 'Insomnia ']}",Hybrid,"{'THC': '18%', 'CBD': None, 'CBG': '1%'}",4.6,123,Durban Poison,Blueberry,,
1550,Gabriel Sherbet,"{'Feelings': ['Relaxed ', 'Euphoric ', 'Happy ', 'Uplifted ', 'Focused '], 'Negatives': ['Dizzy ', 'Dry eyes ', None, None, None], 'Helps with': ['Anxiety ', 'Stress ', 'Headaches ', 'Lack of appetite ', 'Migraines ']}",Hybrid,"{'THC': None, 'CBD': None, 'CBG': None}",4.4,9,Blackberry,Champagne Kush,,
1551,Colorado Chem RBX3,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",Hybrid,"{'THC': None, 'CBD': None, 'CBG': None}",5.0,1,GG4,Chemdawg,,
1552,Tangenesia,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",Hybrid,"{'THC': '16%', 'CBD': None, 'CBG': '1%'}",5.0,1,Tangerine Haze,N/A,,
1553,Cherry Jane,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",Hybrid,"{'THC': None, 'CBD': None, 'CBG': None}",4.0,1,,,,
1554,God's Paintbrush,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",Hybrid,"{'THC': None, 'CBD': None, 'CBG': None}",,,,,,
1555,Starman,"{'Feelings': ['Relaxed ', 'Happy ', 'Creative ', 'Uplifted ', 'Hungry '], 'Negatives': ['Dry mouth ', None, None, None, None], 'Helps with': ['Depression ', 'Anxiety ', 'PTSD ', None, None]}",Hybrid,"{'THC': None, 'CBD': None, 'CBG': None}",5.0,3,,,,
1556,Cheesecake,"{'Feelings': ['Sleepy ', 'Relaxed ', 'Happy ', 'Euphoric ', None], 'Negatives': [None, None, None, None, None], 'Helps with': ['Headaches ', 'Depression ', 'Fatigue ', 'Pain ', 'Stress ']}",,"{'THC': '21%', 'CBD': None, 'CBG': '1%'}",5.0,2,,,,
1557,Shrieker,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': ['Depression ', 'Pain ', 'Anxiety ', None, None]}",Hybrid,"{'THC': '13%', 'CBD': None, 'CBG': '1%'}",5.0,1,,,,
1558,Falcon 9,"{'Feelings': ['Sleepy ', 'Relaxed ', 'Focused ', 'Uplifted ', 'Giggly '], 'Negatives': ['Dry mouth ', None, None, None, None], 'Helps with': ['Anxiety ', 'Depression ', 'Insomnia ', 'Pain ', 'Bipolar disorder ']}",Indica,"{'THC': '16%', 'CBD': '—', 'CBG': None}",4.9,10,Sherbert,Tina,,
1559,Death Star OG,"{'Feelings': ['Relaxed ', 'Euphoric ', 'Sleepy ', 'Happy ', 'Uplifted '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Dizzy ', 'Paranoid ', 'Anxious '], 'Helps with': ['Pain ', 'Insomnia ', 'Stress ', 'Anxiety ', 'Depression ']}",Indica,"{'THC': '23%', 'CBD': None, 'CBG': '1%'}",4.5,206,OG Kush,Sour Diesel,,
1560,Mad Scientist,"{'Feelings': ['Relaxed ', 'Happy ', 'Sleepy ', 'Euphoric ', 'Uplifted '], 'Negatives': ['Dry mouth ', 'Headache ', 'Dry eyes ', 'Paranoid ', None], 'Helps with': ['Insomnia ', 'Pain ', 'Stress ', 'Anxiety ', 'ADD']}",Indica,"{'THC': '20%', 'CBD': None, 'CBG': '1%'}",4.6,39,White Widow,Herijuana,Dr. Who,Professor Chaos
1561,Dog Park,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",Hybrid,"{'THC': '21%', 'CBD': None, 'CBG': '1%'}",5.0,1,,,,
1562,Himalayan Gold,"{'Feelings': ['Euphoric ', 'Uplifted ', 'Creative ', 'Sleepy ', 'Happy '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Paranoid ', 'Dizzy ', 'Headache '], 'Helps with': ['Stress ', 'Pain ', 'Insomnia ', 'Anxiety ', 'Migraines ']}",Hybrid,"{'THC': '16%', 'CBD': None, 'CBG': '2%'}",4.1,51,Nepalese,North Indian,,
1563,Point Break,"{'Feelings': ['Relaxed ', 'Euphoric ', 'Uplifted ', 'Happy ', 'Focused '], 'Negatives': ['Headache ', None, None, None, None], 'Helps with': ['Stress ', 'Anxiety ', 'Depression ', 'Pain ', 'Bipolar disorder ']}",Indica,"{'THC': '19%', 'CBD': '—', 'CBG': None}",4.6,18,,,,
1564,Hell Raiser OG,"{'Feelings': ['Relaxed ', 'Uplifted ', 'Happy ', 'Euphoric ', 'Hungry '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Anxious ', 'Dizzy ', 'Headache '], 'Helps with': ['Depression ', 'Stress ', 'Anxiety ', 'Pain ', 'ADD']}",Hybrid,"{'THC': '16%', 'CBD': None, 'CBG': '1%'}",4.7,37,Fire OG,Face Off OG,,
1565,Saturn Kush,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",,"{'THC': '19%', 'CBD': None, 'CBG': '1%'}",,,,,,
1566,Skunk Chem,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",Hybrid,"{'THC': None, 'CBD': None, 'CBG': None}",,,,,,
1567,Buddha's Sister,"{'Feelings': ['Relaxed ', 'Happy ', 'Uplifted ', 'Euphoric ', 'Sleepy '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Anxious ', 'Dizzy ', 'Paranoid '], 'Helps with': ['Stress ', 'Anxiety ', 'Pain ', 'Insomnia ', 'Depression ']}",Indica,"{'THC': '21%', 'CBD': None, 'CBG': '1%'}",4.3,156,Afghan Hawaiian,N/A,Cherry Fuel,Somari
1568,Gush Mints,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",Hybrid,"{'THC': '17%', 'CBD': '—', 'CBG': None}",5.0,1,,,,
1569,Drunken Monkey,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",,"{'THC': '24%', 'CBD': '—', 'CBG': None}",,,,,,
