Strain Name,Type,Rating,Rating Users,Left Parent,Right parent,Left Child,Right Child,Feeling_1,Feeling_2,Feeling_3,Feeling_4,Feeling_5,Negative_1,Negative_2,Negative_3,Negative_4,Negative_5,Helps with_1,Helps with_2,Helps with_3,Helps with_4,Helps with_5,THC,CBD,CBG
Platinum Kush,Indica,4.3,732,OG Kush,N/A,,,Relaxed,Happy,Euphoric,Sleepy,Hungry,Dry,Dry,Dizzy,Paranoid,Headache,Stress,Pain,Anxiety,Insomnia,Depression,18%,—,
PB & J,,,,,,,,,,,,,,,,,,,,,,,18%,,1%
Hellfire OG,Hybrid,4.5,78,OG Kush,SFV OG Kush,,,Euphoric,Relaxed,Happy,Uplifted,Energetic,Dry,Dizzy,Dry,Anxious,Paranoid,Stress,Pain,Depression,Insomnia,Anxiety,17%,,1%
Red Haze,Sativa,4.2,48,Neville's Haze,South American,,,Energetic,Euphoric,Happy,Uplifted,Creative,Dry,Dry,Dizzy,Headache,Paranoid,Stress,Depression,Pain,Anxiety,Fatigue,,,
Lucifer OG,Indica,3.6,5,SFV OG Kush,Hell's OG,,,Euphoric,Tingly,Hungry,,,Anxious,Headache,Dizzy,Dry,Dry,Headaches,,,,,22%,,1%
Banana Do-Si-Dos,,,,,,,,,,,,,,,,,,,,,,,,,
Gizmo,Hybrid,4.0,1,,,,,,,,,,,,,,,,,,,,26%,,1%
3D CBD,Sativa,4.4,20,,,,,Relaxed,Happy,Uplifted,Focused,Tingly,Dry,Dry,,,,Pain,Stress,Inflammation,Muscle,Depression,7%,11%,
The Big Dirty,Hybrid,5.0,3,GSC,Tangie,,,Uplifted,Relaxed,Hungry,,,Depression,Inflammation,Lack,Nausea,Pain,,,,,,17%,,1%
Lemon Hash Glue,,,,,,,,,,,,,,,,,,,,,,,,,
Fruit Ambrosia,Hybrid,,,,,,,,,,,,,,,,,,,,,,,,
Superglue,Hybrid,4.7,385,Northern Lights,Afghani,,,Relaxed,Happy,Euphoric,Uplifted,Focused,Dry,Dry,Dizzy,Anxious,Headache,Stress,Anxiety,Depression,Pain,Insomnia,20%,—,
OG 1 Kenobi,Indica,4.5,17,,,,,Relaxed,Sleepy,Euphoric,Hungry,Uplifted,Dry,Dizzy,Dry,Paranoid,,Anxiety,Depression,Insomnia,Stress,Pain,21%,,2%
Runtz Buttonz,Hybrid,,,Runtz,Rainbow Chip,,,,,,,,,,,,,,,,,,,,
Fatso,Indica,4.5,11,,,,,Relaxed,Uplifted,Happy,Focused,Sleepy,Dry,Dry,Dizzy,Headache,Paranoid,Pain,Stress,Anxiety,PTSD,,25%,,1%
Purple Paki Candy,Hybrid,,,,,,,,,,,,,,,,,,,,,,,,
Murkle,Indica,3.5,2,Purple Urkle,M-39,,,Talkative,Sleepy,Relaxed,Hungry,Happy,Dry,Dizzy,Dry,Paranoid,,Depression,Inflammation,Insomnia,Pain,Stress,13%,,1%
Psycho Dawg,,,,,,,,,,,,,,,,,,,,,,,19%,,1%
CannaSutra,Indica,4.8,11,Sensi Star,N/A,,,Relaxed,Euphoric,Uplifted,Hungry,Happy,Dry,,,,,Pain,Insomnia,Depression,Stress,Spinal,14%,,1%
South Beach,Hybrid,5.0,2,,,,,,,,,,,,,,,,,,,,,,
Chemmy Jones,Hybrid,4.7,98,Chemdawg,Casey Jones,,,Happy,Uplifted,Euphoric,Relaxed,Energetic,Dry,Dry,Dizzy,Anxious,Headache,Stress,Depression,Anxiety,Pain,Lack,17%,—,
Blue Thunder,Hybrid,4.0,1,,,,,,,,,,,,,,,,,,,,18%,—,
Frosty Jesus,Hybrid,4.6,5,OG Kush,Jesus OG,,,Relaxed,Tingly,Sleepy,Hungry,Happy,Depression,Fatigue,Insomnia,Pain,Stress,,,,,,,,
Violator Kush,Indica,4.3,322,Hindu Kush,N/A,,,Relaxed,Happy,Sleepy,Euphoric,Uplifted,Dry,Dry,Dizzy,Paranoid,Anxious,Pain,Stress,Anxiety,Insomnia,Depression,16%,,1%
Ksmorz,Hybrid,5.0,2,,,,,Happy,Euphoric,Uplifted,Tingly,Hungry,Dry,,,,,,,,,,6%,—,
Testarossa,Hybrid,5.0,2,Zkittlez,Magnum Opus,,,Uplifted,Tingly,Sleepy,Relaxed,,Dry,,,,,Cramps,Inflammation,Insomnia,Nausea,Stress,,,
Apple Rock Candy,Hybrid,5.0,3,,,,,Happy,Euphoric,Uplifted,Tingly,Relaxed,,,,,,,,,,,20%,,1%
Race Fuel OG,Hybrid,4.7,47,OG Kush,Face Off OG,,,Relaxed,Euphoric,Happy,Uplifted,Focused,Dry,Dry,Dizzy,,,Pain,Stress,Anxiety,Depression,Nausea,,,
Pablo’s Mint,Hybrid,5.0,2,Wedding Cake,N/A,,,,,,,,,,,,,,,,,,,,
Animal Gas,Hybrid,4.9,7,Animal Cookies,Chem 91,,,Euphoric,Relaxed,Happy,Uplifted,Tingly,Depression,Fatigue,Headaches,Insomnia,Nausea,,,,,,21%,,1%
9 lb Hammer,Indica,4.6,968,Jack the Ripper,Hell's OG,Safety Meeting,Shangri-La,Relaxed,Sleepy,Euphoric,Happy,Hungry,Dry,Dry,Dizzy,Headache,Anxious,Pain,Stress,Insomnia,Anxiety,Depression,18%,,1%
Northern Skunk,Hybrid,4.5,53,Northern Lights,Super Skunk,,,Happy,Relaxed,Euphoric,Uplifted,Sleepy,Dry,Dry,Anxious,,,Stress,Pain,Depression,Headaches,Insomnia,15%,,1%
Daniel Larusso,Hybrid,4.3,4,,,,,Happy,Euphoric,Relaxed,Energetic,Creative,Depression,Pain,Stress,PTSD,,,,,,,,,
Space Jill,Sativa,3.5,23,Space Queen,N/A,,,Focused,Creative,Uplifted,Energetic,Euphoric,Dry,Dry,Dizzy,Paranoid,,Pain,Stress,Migraines,Depression,Fatigue,,,
Jelly Roll,Indica,4.5,17,Grapefruit,God Bud,,,Sleepy,Relaxed,Happy,Uplifted,Euphoric,Dry,,,,,Insomnia,Stress,Lack,Nausea,Cramps,17%,—,
Mimosa Punch,,,,,,,,,,,,,,,,,,,,,,,14%,—,
Lemonder,Hybrid,4.5,26,OG Kush,Super Lemon Haze,,,Relaxed,Happy,Euphoric,Uplifted,Giggly,Dry,Dry,,,,Stress,Depression,Anxiety,Lack,Pain,17%,—,
Trewbacca,Hybrid,5.0,1,,,,,,,,,,,,,,,,,,,,,,
Citradelic Sunset,Hybrid,4.6,28,Ghost Train Haze,Mandarin Sunset,,,Uplifted,Happy,Euphoric,Energetic,Talkative,Dry,Dry,,,,Stress,Anxiety,Depression,PTSD,Fatigue,17%,,1%
Death Bubba,Indica,4.6,368,Bubba Kush,Death Star,,,Relaxed,Happy,Sleepy,Euphoric,Hungry,Dry,Dry,Dizzy,Anxious,Paranoid,Pain,Insomnia,Stress,Anxiety,Depression,18%,,1%
Sugar Plum,Sativa,4.4,53,,,,,Uplifted,Happy,Euphoric,Relaxed,Energetic,Dry,Dry,Anxious,Headache,Dizzy,Pain,Stress,Anxiety,Depression,Lack,17%,,1%
Donatello Kush,Hybrid,4.8,4,,,,,Happy,Tingly,Relaxed,Hungry,Focused,,,,,,,,,,,,,
Sorbet Stash,Hybrid,,,,,,,,,,,,,,,,,,,,,,,,
M1-56,Hybrid,5.0,3,Super Silver Haze,N/A,,,Uplifted,Relaxed,Tingly,Sleepy,Hungry,Dry,,,,,Fatigue,,,,,,,
Sin City Kush,Indica,4.7,19,Snow Dog,LVPK,Gobbstopper,Stephen Hawking Kush,Relaxed,Euphoric,Uplifted,Happy,Sleepy,Dry,Dizzy,Dry,Anxious,Headache,Muscle,Stress,Anxiety,Depression,Insomnia,15%,—,
Quasar,Hybrid,,,,,,,,,,,,,,,,,,,,,,,,
Thailato,,,,,,,,,,,,,,,,,,,,,,,24%,—,
Tangie & Cream,,5.0,1,,,,,,,,,,,,,,,,,,,,19%,,1%
Extreme Impact Auto,Indica,,,,,,,,,,,,,,,,,,,,,,,,
Hawaiian Haze,Sativa,4.3,126,Haze,Hawaiian,,,Happy,Uplifted,Euphoric,Energetic,Talkative,Dry,Dry,Dizzy,Paranoid,Anxious,Anxiety,Stress,Depression,Pain,Fatigue,18%,—,
Silver Haze,Sativa,4.1,729,Northern Lights,Haze,Lemon Haze,The Shire,Happy,Uplifted,Euphoric,Relaxed,Energetic,Dry,Dry,Dizzy,Paranoid,Headache,Stress,Depression,Anxiety,Pain,Lack,23%,,1%
Batgirl,Hybrid,5.0,3,Blueberry,Jack's Cleaner,,,Relaxed,Euphoric,,,,Dry,,,,,Depression,Inflammation,Muscle,Pain,Stress,19%,—,
Kush Cleaner,Hybrid,4.6,20,OG Kush,Jack's Cleaner,,,Relaxed,Euphoric,Happy,Sleepy,Hungry,Dry,Dry,Headache,Paranoid,,Stress,Depression,Headaches,Insomnia,Lack,,,
Aurora's Skyline,Hybrid,,,,,,,,,,,,,,,,,,,,,,,,
Negra 44,Indica,4.3,7,African,N/A,,,Relaxed,Energetic,Creative,Happy,Euphoric,Paranoid,,,,,Headaches,Lack,Cramps,Depression,Inflammation,,,
Butters #4,Hybrid,,,,,,,,,,,,,,,,,,,,,,,,
Barbara Bud,Indica,3.7,38,Afghani,Shishkaberry,,,Relaxed,Sleepy,Uplifted,Euphoric,Happy,Dry,Dry,Dizzy,Anxious,Headache,Pain,Stress,Insomnia,Depression,Lack,,,
Qush,Indica,4.4,14,Pre-98 Bubba Kush,Space Queen,,,Relaxed,Uplifted,Sleepy,Happy,Energetic,Dry,,,,,Stress,Pain,Anxiety,Depression,Insomnia,16%,,1%
Mac Driver,,5.0,1,,,,,,,,,,,,,,,,,,,,,,
Sugar Mint,Hybrid,,,,,,,,,,,,,,,,,,,,,,17%,—,
Alpha Cow,Sativa,5.0,3,Alpha Blue,Purple Cow,,,,,,,,,,,,,,,,,,18%,—,
White Walker Kush,Hybrid,4.4,78,White Widow,Mazar x Blueberry,,,Relaxed,Uplifted,Happy,Euphoric,Creative,Dry,Dry,Dizzy,Paranoid,Anxious,Stress,Depression,Anxiety,Headaches,Lack,20%,,1%
Dedoverde Haze,Hybrid,4.0,1,Amnesia,N/A,,,,,,,,,,,,,,,,,,,,
Bubbleberry,Hybrid,4.1,171,Blueberry,Bubble Gum,,,Happy,Euphoric,Uplifted,Creative,Relaxed,Dry,Dry,Dizzy,Headache,Paranoid,Stress,Anxiety,Depression,Pain,Insomnia,18%,,1%
SFV OG Kush,Indica,4.5,225,SFV OG,Afghani,Tahoe OG,Fire OG,Relaxed,Euphoric,Happy,Sleepy,Hungry,Dry,Dry,Headache,Dizzy,Paranoid,Pain,Stress,Insomnia,Anxiety,Depression,17%,—,
White Mountain,,,,,,,,,,,,,,,,,,,,,,,19%,,1%
Y-Kiki,Hybrid,,,Hawaiian,White Queen,,,,,,,,,,,,,,,,,,,,
KT Dawg,Hybrid,4.3,14,Stardawg,N/A,,,Uplifted,Relaxed,Tingly,Happy,Euphoric,Dry,Dry,,,,PTSD,Anxiety,Depression,Fatigue,Pain,21%,,1%
Lemon Gelato,Hybrid,4.0,1,,,,,,,,,,,,,,,,,,,,18%,,1%
Guptilla,Hybrid,4.7,26,GG4,Gupta Kush,,,Happy,Relaxed,Euphoric,Sleepy,Uplifted,Dry,Dry,Dizzy,,,Anxiety,Pain,Stress,Depression,PTSD,,,
L.A. Sunshine,Hybrid,4.4,11,Strawberry Diesel,Starfighter,,,Happy,Uplifted,Energetic,Relaxed,Euphoric,Dizzy,,,,,Depression,Stress,Fatigue,Headaches,Pain,19%,,1%
MTF,Sativa,4.3,199,,,,,Euphoric,Happy,Relaxed,Uplifted,Energetic,Dry,Dry,Dizzy,Headache,Anxious,Stress,Pain,Anxiety,Depression,Fatigue,16%,—,
Opal OG Kush,Indica,4.5,18,,,,,Euphoric,Relaxed,Aroused,Happy,Sleepy,Paranoid,,,,,Insomnia,Stress,Muscle,Anxiety,Depression,20%,—,
Pickens Mtn. Purple,,,,,,,,,,,,,,,,,,,,,,,16%,,1%
Mandarin Zkittlez,Hybrid,3.9,10,Mandarin Sunset,N/A,,,Relaxed,Sleepy,Happy,Euphoric,Focused,Anxious,Dry,Dry,Paranoid,,Eye,Cramps,Depression,Inflammation,Insomnia,18%,,1%
Yumboldt,Indica,4.2,80,,,,,Relaxed,Sleepy,Euphoric,Happy,Uplifted,Dry,Dry,Dizzy,Headache,Paranoid,Pain,Stress,Insomnia,Anxiety,Depression,14%,,1%
Crooked River Blues,Indica,,,,,,,,,,,,,,,,,,,,,,23%,—,
Meat Breath,Indica,4.8,16,Mendo Breath,N/A,,,Relaxed,Euphoric,Happy,Sleepy,Hungry,Depression,Insomnia,Anxiety,PTSD,,,,,,,18%,,1%
Lime Purple Mist,Indica,4.4,7,,,,,Relaxed,Sleepy,Happy,Tingly,Euphoric,Dry,,,,,Cramps,Lack,Pain,Stress,Depression,,,
Chem Valley Bubblefunk,,,,,,,,,,,,,,,,,,,,,,,4%,8%,
Medibud,Hybrid,4.5,97,,,,,Relaxed,Uplifted,Happy,Euphoric,Focused,Dry,Dry,Dizzy,Anxious,Headache,Pain,Stress,Depression,Anxiety,Headaches,13%,,1%
Gelato #41,Hybrid,4.6,61,Sherbert,Thin Mint GSC,Gushers,Dolato,Relaxed,Happy,Euphoric,Uplifted,Hungry,Dry,Dry,Headache,Paranoid,,Depression,Stress,Anxiety,Pain,Insomnia,18%,,1%
Raspberry Diesel,Hybrid,4.5,4,Sour Diesel,N/A,,,Happy,Creative,Uplifted,Talkative,Relaxed,Dry,Anxious,Dizzy,Dry,,Headaches,Stress,Depression,Eye,Inflammation,21%,—,
Kraken,Indica,4.4,34,,,,,Relaxed,Sleepy,Euphoric,Happy,Talkative,Dry,Dry,Paranoid,Anxious,Dizzy,Insomnia,Stress,Pain,Muscle,Anxiety,20%,,1%
White Tara,,4.5,2,,,,,Relaxed,Euphoric,,,,Dry,,,,,Lack,Nausea,Pain,Stress,,,,
Snow Ryder,Indica,4.5,2,,,,,Aroused,Uplifted,Sleepy,Relaxed,,Dizzy,,,,,Depression,Insomnia,Muscle,Stress,,,,
NukeHeads,Hybrid,3.9,11,,,,,Giggly,Creative,Hungry,Happy,Energetic,Dry,Dizzy,Dry,Headache,,Depression,Headaches,Insomnia,Lack,Muscle,,,
Sour LSD,Hybrid,4.3,31,LSD,Sour Bubble,,,Happy,Euphoric,Uplifted,Relaxed,Energetic,Dry,Anxious,Dizzy,Headache,Paranoid,Stress,Pain,Lack,Depression,Fatigue,17%,,1%
Cherry Skunk,Hybrid,4.3,72,Skunk Dawg,N/A,,,Happy,Euphoric,Relaxed,Creative,Uplifted,Dry,Dry,Dizzy,Anxious,Paranoid,Pain,Depression,Stress,Anxiety,Fatigue,24%,,2%
Pineapple Jack,Sativa,4.4,122,Jack Herer,Pineapple,,,Uplifted,Happy,Relaxed,Euphoric,Energetic,Dry,Dry,Dizzy,Paranoid,Headache,Stress,Depression,Pain,Anxiety,Fatigue,19%,—,
Pure Love,Indica,4.7,23,LA Confidential,N/A,,,Relaxed,Happy,Uplifted,Hungry,Euphoric,Dry,Anxious,Dizzy,Dry,Paranoid,Pain,Stress,Depression,Anxiety,Headaches,,,
Voodoo Child,Hybrid,,,,,,,,,,,,,,,,,,,,,,21%,,1%
Amethyst Bud,Hybrid,4.2,22,Lavender,Afghan Hawaiian,,,Euphoric,Uplifted,Happy,Creative,Relaxed,Dry,Dry,Headache,Paranoid,,Stress,Insomnia,Nausea,Pain,Anxiety,11%,—,
Crystal OG,Hybrid,,,,,,,,,,,,,,,,,,,,,,18%,,1%
Blue Boi,,3.0,1,,,,,Uplifted,Relaxed,Happy,,,,,,,,,,,,,13%,,1%
Pineapple Trainwreck,Hybrid,4.2,233,Pineapple Express,Trainwreck,Pineapple Upside Down Cake,Pineapple Muffin,Happy,Euphoric,Uplifted,Relaxed,Energetic,Dry,Dry,Paranoid,Dizzy,Headache,Stress,Anxiety,Pain,Depression,Nausea,17%,—,
Superwoman S1,Hybrid,,,,,,,,,,,,,,,,,,,,,,,,
Blue Heron,Hybrid,4.8,18,Huckleberry,Blue Magoo,Salmon River OG,Birds of Paradise,Relaxed,Sleepy,Happy,Euphoric,Uplifted,Dry,Dry,Headache,,,Pain,Stress,Depression,Fatigue,Headaches,17%,—,
Sno Gee,,,,,,,,,,,,,,,,,,,,,,,,,
Pop Rox,Hybrid,4.5,13,,,,,Uplifted,Happy,Euphoric,Relaxed,Giggly,Dry,,,,,Insomnia,Lack,Muscle,Depression,Eye,15%,,2%
Lifestar,Hybrid,,,Sensi Star,Lifesaver,,,,,,,,,,,,,,,,,,,,
Congolese Kush,Hybrid,,,,,,,,,,,,,,,,,,,,,,,,
Dream Beaver,Sativa,4.7,51,Afgooey,Appalachia,,,Happy,Uplifted,Euphoric,Energetic,Creative,Dry,Dry,Anxious,Dizzy,,Depression,Stress,Anxiety,Fatigue,Pain,20%,,1%
Purple Demon,,4.0,2,,,,,Headache,,,,,Insomnia,Pain,Anxiety,,,,,,,,,,
Gorilla Girl,Hybrid,4.8,32,GG4,Thin Mint GSC,,,Relaxed,Happy,Uplifted,Euphoric,Creative,Dry,Dry,Dizzy,Headache,,Pain,Depression,Insomnia,Stress,Anxiety,14%,1%,
Pre-98 Bubba Kush,Indica,4.4,543,,,,,Relaxed,Happy,Sleepy,Euphoric,Hungry,Dry,Dry,Dizzy,Headache,Paranoid,Pain,Stress,Insomnia,Anxiety,Depression,16%,—,
Tomb Raider,,,,,,,,,,,,,,,,,,,,,,,28%,,1%
Black Cherry Gelato,Hybrid,5.0,2,,,,,,,,,,,,,,,,,,,,,,
Royal Flush,Hybrid,4.6,10,,,,,Relaxed,Tingly,Sleepy,Happy,Euphoric,Dry,Dizzy,Dry,,,Depression,Inflammation,Insomnia,Pain,Stress,19%,—,
Frosted Zinn,,4.8,4,,,,,Hungry,Uplifted,Tingly,Talkative,Sleepy,Dry,,,,,,,,,,,,
The Lime,Hybrid,5.0,4,Lemonnade,Cactus Cooler,,,Happy,Tingly,Relaxed,Hungry,Euphoric,Eye,Anxiety,Migraines,,,,,,,,18%,—,
White Kush,Indica,4.3,97,White Widow,Afghani,Blanco Berry Kush,White Funk,Relaxed,Sleepy,Euphoric,Happy,Hungry,Dry,Dry,Dizzy,Paranoid,Headache,Insomnia,Stress,Anxiety,Pain,Depression,22%,,1%
Romulan,Indica,4.1,838,White Rhino,North American Indica,Golden Goat,White Buffalo,Relaxed,Sleepy,Happy,Euphoric,Hungry,Dry,Dry,Dizzy,Headache,Paranoid,Stress,Pain,Insomnia,Anxiety,Depression,16%,—,
Grape OG,Hybrid,4.6,14,,,,,Happy,Relaxed,Uplifted,Euphoric,Sleepy,Dry,Dry,,,,Stress,Depression,Anxiety,Pain,PTSD,17%,—,
Tsi Fly,,,,,,,,,,,,,,,,,,,,,,,18%,,1%
Pure Afghan,Indica,4.6,58,Afghani,N/A,,,Relaxed,Sleepy,Happy,Hungry,Euphoric,Dry,Dry,Anxious,Dizzy,Paranoid,Stress,Pain,Insomnia,Anxiety,Depression,18%,,1%
Underdawg,Hybrid,4.5,2,,,,,Euphoric,Uplifted,Talkative,Creative,,,,,,,,,,,,21%,—,
Purple Afghani,Indica,4.2,99,Purple Kush,Afghani,Purple Kush,Cherry Kush,Relaxed,Sleepy,Happy,Euphoric,Creative,Dry,Dry,Dizzy,Paranoid,Anxious,Anxiety,Stress,Insomnia,Depression,Pain,18%,,1%
Chem Beyond Diesel CBD,Hybrid,4.0,1,Chemdawg,N/A,,,Hungry,Happy,Giggly,,,Dry,Dry,,,,,,,,,,,
Burning Desire,Hybrid,,,White Fire OG,Grape Stomper OG,,,,,,,,,,,,,,,,,,,,
Viper Cookies,Hybrid,4.0,3,,,,,Happy,Focused,Euphoric,,,Insomnia,,,,,,,,,,18%,,1%
C4,Hybrid,4.4,96,Cotton Candy,Shishkaberry,Lemonhead OG,True X,Relaxed,Uplifted,Happy,Euphoric,Focused,Dry,Dry,Anxious,Dizzy,Paranoid,Stress,Depression,Anxiety,Pain,Headaches,19%,—,
Panzer Kush,Hybrid,,,Glass Slipper,Purple Pantera,,,,,,,,,,,,,,,,,,,,
Power Sherb,,,,,,,,,,,,,,,,,,,,,,,,,
33 Bananas,,5.0,3,,,,,Sleepy,Relaxed,Hungry,Happy,Euphoric,,,,,,,,,,,,,
Sweet Jane,Sativa,4.5,11,Skunk 1,N/A,,,Happy,Focused,Uplifted,Tingly,Sleepy,Dry,Headache,,,,Fatigue,Stress,Depression,Headaches,Lack,16%,,1%
Durban Cheese,Hybrid,4.0,25,Durban Poison,Cheese,,,Uplifted,Euphoric,Happy,Relaxed,Hungry,Dry,Dry,Paranoid,Anxious,Dizzy,Stress,Pain,Depression,Anxiety,Nausea,15%,,1%
French Bread,Indica,4.7,7,,,,,Sleepy,Happy,Relaxed,Euphoric,Uplifted,Dry,Headache,,,,Depression,Anxiety,Cramps,Headaches,Inflammation,,,
Clementine’s Terpentine,Hybrid,4.5,2,24k Gold,N/A,,,Uplifted,Focused,Creative,Relaxed,Happy,Dry,,,,,Stress,Depression,Fatigue,Pain,Spasticity,,,
Turbo,Hybrid,,,,,,,,,,,,,,,,,,,,,,,,
Bio-Diesel,Hybrid,4.3,239,Sour Diesel,NYC Diesel,,,Euphoric,Relaxed,Happy,Uplifted,Focused,Dry,Dry,Dizzy,Paranoid,Headache,Stress,Depression,Pain,Anxiety,Lack,19%,—,
Cookie Crash,Hybrid,,,,,,,,,,,,,,,,,,,,,,23%,,1%
Harlequin,Sativa,4.3,1328,Thai,Colombian Gold,Paradise Waits,Pennywise,Relaxed,Happy,Uplifted,Focused,Energetic,Dry,Dry,Anxious,Dizzy,Headache,Pain,Stress,Anxiety,Depression,Inflammation,5%,9%,
Atomic Bomb,Hybrid,5.0,4,Chemdawg,THC Bomb,,,Euphoric,Creative,Uplifted,Relaxed,Hungry,Dry,,,,,Cramps,Depression,Headaches,Muscle,Pain,16%,—,
Sharksbreath,Hybrid,4.3,91,Lamb's Bread,Great White Shark,Martian Mean Green,Tachllta Till,Happy,Uplifted,Euphoric,Focused,Relaxed,Dry,Dry,Dizzy,Headache,Paranoid,Pain,Stress,Depression,Anxiety,Insomnia,17%,,1%
Big Buddha’s King Kong,Hybrid,4.0,1,GG4,White Widow,,,Uplifted,Tingly,Relaxed,Happy,Energetic,,,,,,,,,,,,,
Plum Cake,,,,,,,,,,,,,,,,,,,,,,,,,
Dieseltonic,Hybrid,4.3,19,NYC Diesel,Cannatonic,,,Uplifted,Focused,Relaxed,Euphoric,Happy,Dry,Dry,Dizzy,,,Pain,Stress,Depression,Inflammation,Muscle,,,
Cronuts,Hybrid,4.9,22,GSC,Sin City Kush,,,Relaxed,Uplifted,Happy,Focused,Euphoric,Dry,Dry,,,,Inflammation,Nausea,Pain,Cramps,Gastrointestinal,12%,,1%
Tillamook Strawberry,Hybrid,4.5,47,Bruce Banner,N/A,,,Happy,Uplifted,Relaxed,Focused,Euphoric,Dry,Anxious,,,,Anxiety,Stress,PTSD,Depression,Bipolar,15%,,1%
Alien Hallucination,Hybrid,4.1,42,LSD,Tahoe Alien,,,Euphoric,Happy,Uplifted,Relaxed,Creative,Dry,Dry,Paranoid,Anxious,Dizzy,Stress,Depression,Muscle,Pain,Anxiety,20%,,1%
Chocolate Tonic,Hybrid,4.0,3,Cannatonic,Chocolate Kush,,,,,,,,,,,,,,,,,,18%,,2%
Cherry Meringue,Hybrid,,,,,,,,,,,,,,,,,,,,,,22%,,1%
Blueberry Ghost OG,Hybrid,,,,,,,,,,,,,,,,,,,,,,17%,,1%
Double Tap,Indica,5.0,8,Monster Cookies,Yeti OG,,,Sleepy,Relaxed,Euphoric,Talkative,Uplifted,Dizzy,Anxious,,,,Migraines,Depression,Headaches,Inflammation,Insomnia,18%,,1%
Dizzy OG,Hybrid,4.5,16,OG Kush,N/A,,,Relaxed,Happy,Uplifted,Energetic,Talkative,Dry,Dizzy,Dry,Paranoid,,Migraines,Headaches,Anxiety,Cramps,Fatigue,20%,—,
Thai Lights,Hybrid,4.7,46,Northern Lights,Thai,,,Happy,Uplifted,Relaxed,Euphoric,Energetic,Dry,Anxious,Dry,Dizzy,,Stress,Depression,Headaches,Lack,Insomnia,14%,—,
Big Kush,Hybrid,4.4,15,OG Kush,N/A,,,Uplifted,Relaxed,Euphoric,Happy,Energetic,Anxious,Dizzy,Dry,Dry,,Nausea,Pain,Stress,Depression,Insomnia,20%,,1%
Sour Cherry Sherbert,Hybrid,4.6,21,Sherbert,N/A,,,Happy,Uplifted,Euphoric,Relaxed,Giggly,Dry,Paranoid,Dry,Headache,,Pain,Stress,Fatigue,Depression,PTSD,19%,,1%
CCPP,,,,,,,,,,,,,,,,,,,,,,,,,
Frosted Cherry Cookies,Hybrid,4.9,16,The White,Cherry Cookies,,,Relaxed,Happy,Tingly,Euphoric,Uplifted,Dry,Dry,,,,Pain,Stress,Depression,Headaches,Insomnia,23%,,1%
Black Triangle,Hybrid,4.8,28,Triangle Kush,N/A,,,Relaxed,Euphoric,Happy,Uplifted,Sleepy,Dry,Dry,,,,Stress,Depression,Insomnia,Fatigue,Pain,26%,—,
MAC and Jack,Hybrid,,,,,,,,,,,,,,,,,,,,,,,,
Inzane In The Membrane,Sativa,4.6,51,,,,,Uplifted,Happy,Relaxed,Energetic,Euphoric,Dry,Dry,Anxious,Paranoid,,Depression,Stress,Fatigue,Anxiety,Pain,19%,,1%
Jasmine,Hybrid,4.7,14,,,,,Relaxed,Euphoric,Sleepy,Happy,Hungry,Dry,,,,,Nausea,Stress,Depression,Lack,Pain,,,
Midnight Mass,Hybrid,5.0,2,,,,,Uplifted,Tingly,Sleepy,Relaxed,Happy,,,,,,,,,,,15%,—,
Jack and Jill,Hybrid,,,,,,,,,,,,,,,,,,,,,,,,
Cherry Thunder Fuck,Hybrid,4.8,37,Cherry Bomb,MTF,,,Happy,Euphoric,Uplifted,Relaxed,Focused,Dry,Dry,Paranoid,,,Anxiety,Stress,Depression,Pain,PTSD,,,
Apple Blossom,Hybrid,,,,,,,,,,,,,,,,,,,,,,,,
Tango Wild Nightmare,,,,,,,,,,,,,,,,,,,,,,,,,
Citrus Queen,Hybrid,,,,,,,,,,,,,,,,,,,,,,24%,,1%
Gold Star,Hybrid,,,Sensi Star,Malawi Gold,,,,,,,,,,,,,,,,,,6%,6%,
Zombie Virus,Indica,,,,,,,,,,,,,,,,,,,,,,,,
Big Tooth,Hybrid,,,,,,,,,,,,,,,,,,,,,,20%,—,
Gorilla Kush,,4.0,4,,,,,Relaxed,Euphoric,Uplifted,Tingly,Talkative,,,,,,,,,,,18%,—,
Northern Berry,Indica,4.5,65,Blueberry,Northern Lights #5,,,Relaxed,Sleepy,Happy,Euphoric,Tingly,Dry,Dry,Dizzy,Paranoid,Headache,Insomnia,Stress,Pain,Anxiety,Inflammation,20%,,1%
California Orange Cheese,Hybrid,,,California Orange,Big Buddha Cheese,,,,,,,,,,,,,,,,,,,,
Purple Unicorn,Hybrid,4.4,8,,,,,Happy,Relaxed,Euphoric,Creative,Uplifted,Dry,Dry,Dizzy,,,Inflammation,Pain,Stress,Depression,Insomnia,10%,—,
Lilac OG,Hybrid,4.7,3,,,,,Talkative,Hungry,Uplifted,Sleepy,Relaxed,,,,,,,,,,,16%,,2%
Blackberry Rhino,Indica,4.3,30,White Rhino,Blackberry,,,Relaxed,Happy,Uplifted,Hungry,Giggly,Dry,Dry,Anxious,Dizzy,Paranoid,Pain,Stress,Anxiety,Insomnia,Muscle,16%,,1%
Aliens On Moonshine,Indica,4.6,37,Sour Alien,N/A,,,Relaxed,Uplifted,Happy,Focused,Tingly,Dizzy,Dry,Dry,Headache,,Depression,Inflammation,Stress,Anxiety,Cramps,4%,10%,
Sky Walker Diesel,,5.0,2,,,,,,,,,,,,,,,,,,,,12%,—,
